District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,32,774,4.3127
Bandarban,0,611,0.0000
Barguna,0,715,0.0000
Barishal,0,2691,0.0000
Bhola,0,590,0.0000
Bogura,72,5587,1.3055
B. Baria,0,2054,0.0000
Chandpur,0,1952,0.0000
Chapainawabganj,1,569,0.1761
Chattogram,0,15557,0.0000
Chuadanga,0,942,0.0000
Cox's bazar,0,3647,0.0000
Cumilla,0,6058,0.0000
Dhaka,0,72837,0.0000
Dinajpur,69,2359,3.0131
Faridpur,0,5350,0.0000
Feni,0,1480,0.0000
Gaibandha,13,782,1.6905
Gazipur,0,4461,0.0000
Gopalganj,0,1969,0.0000
Hobiganj,30,1326,2.3148
Jamalpur,0,1120,0.0000
Jashore,1,2398,0.0417
Jhalokathi,0,538,0.0000
Jhenaidah,18,1278,1.4286
Joypurhat,5,835,0.6024
Khagrachari,0,576,0.0000
Khulna,64,4992,1.2987
Kishoreganj,0,2187,0.0000
Kurigram,7,628,1.1272
Kushtia,13,2206,0.5928
Laksmipur,0,1696,0.0000
Lalmonirhat,7,515,1.3780
Madaripur,0,1246,0.0000
Magura,9,640,1.4263
Manikganj,0,947,0.0000
Moulvibazar,51,1206,4.4156
Meherpur,10,323,3.1949
Munshigonj,0,3269,0.0000
Mymensingh,0,3021,0.0000
Naogaon,0,1026,0.0000
Narail,15,983,1.5496
Narayanganj,0,6095,0.0000
Narshingdi,0,1825,0.0000
Natore,0,667,0.0000
Netrokona,0,659,0.0000
Nilphamari,14,746,1.9126
Noakhali,0,3777,0.0000
Pabna,1,897,0.1116
Panchagarh,6,436,1.3953
Patuakhali,0,1122,0.0000
Pirojpur,0,817,0.0000
Rajbari,0,1678,0.0000
Rajshahi,87,3910,2.2757
Rangamati,0,714,0.0000
Rangpur,23,1979,1.1759
Satkhira,3,848,0.3550
Shariatpur,0,1397,0.0000
Sherpur,0,355,0.0000
Sirajganj,13,1686,0.7770
Sunamganj,21,1694,1.2552
Sylhet,31,4824,0.6468
Tangail,0,1939,0.0000
Thakurgaon,27,596,4.7452
