District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,8,608,1.3333
Bandarban,12,554,2.2140
Barguna,0,511,0.0000
Barishal,0,1686,0.0000
Bhola,0,528,0.0000
Bogura,64,4875,1.3303
B. Baria,20,1939,1.0422
Chandpur,35,1853,1.9252
Chapainawabganj,0,448,0.0000
Chattogram,142,14480,0.9904
Chuadanga,35,643,5.7566
Cox's bazar,39,3389,1.1642
Cumilla,69,5528,1.2640
Dhaka,0,52224,0.0000
Dinajpur,0,1308,0.0000
Faridpur,2418,4862,98.9362
Feni,50,1308,3.9746
Gaibandha,0,578,0.0000
Gazipur,38,4236,0.9052
Gopalganj,0,799,0.0000
Hobiganj,0,1055,0.0000
Jamalpur,31,916,3.5028
Jessore,107,1899,5.9710
Jhalokathi,0,242,0.0000
Jhenaidah,61,983,6.6161
Joypurhat,4,714,0.5634
Khagrachari,12,527,2.3301
Khulna,91,4387,2.1182
Kishoreganj,0,1995,0.0000
Kurigram,0,377,0.0000
Kushtia,49,1594,3.1715
Laksmipur,71,1435,5.2053
Lalmonirhat,0,294,0.0000
Madaripur,0,832,0.0000
Magura,20,460,4.5455
Manikganj,0,840,0.0000
Moulovi Bazar,0,839,0.0000
Meherpur,15,187,8.7209
Munshigonj,0,3021,0.0000
Mymensingh,90,2723,3.4182
Naogaon,0,931,0.0000
Narail,30,762,4.0984
Narayanganj,0,5880,0.0000
Narshingdi,0,1926,0.0000
Natore,1,492,0.2037
Netrokona,12,638,1.9169
Nilphamari,0,600,0.0000
Noakhali,56,3185,1.7897
Pabna,0,843,0.0000
Panchagar,0,233,0.0000
Patuakhali,0,1025,0.0000
Pirojpur,0,218,0.0000
Rajbari,714,1277,126.8206
Rajshahi,0,1469,0.0000
Rangamati,31,651,5.0000
Rangpur,0,1539,0.0000
Satkhira,22,748,3.0303
Shariatpur,0,668,0.0000
Sherpur,75,315,31.2500
Sirajganj,48,1440,3.4483
Sunamganj,0,1278,0.0000
Sylhet,0,3787,0.0000
Tangail,96,1690,6.0226
Thakurgaon,0,301,0.0000
