District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,48,166,40.6780
Bandarban,66,266,33.0000
Barguna,0,179,0.0000
Barishal,0,1275,0.0000
Bhola,22,236,10.2804
Bogura,67,2669,2.5749
B. Baria,121,733,19.7712
Chandpur,82,751,12.2571
Chapainawabganj,0,94,0.0000
Chattogram,767,7466,11.4495
Chuadanga,16,205,8.4656
Cox's bazar,146,2350,6.6243
Cumilla,0,2994,0.0000
Dhaka,0,27359,0.0000
Dinajpur,56,563,11.0454
Faridpur,0,1479,0.0000
Feni,133,786,20.3675
Gaibandha,25,236,11.8483
Gazipur,4,3270,0.1225
Gopalganj,0,521,0.0000
Hobiganj,0,276,0.0000
Jamalpur,39,542,7.7535
Jessore,135,514,35.6201
Jhalokathi,0,166,0.0000
Jhenaidah,17,165,11.4865
Joypurhat,67,324,26.0700
Khagrachari,17,188,9.9415
Khulna,345,1551,28.6070
Kishoreganj,0,1083,0.0000
Kurigram,10,130,8.3333
Kushtia,140,535,35.4430
Laksmipur,22,758,2.9891
Lalmonirhat,0,76,0.0000
Madaripur,0,608,0.0000
Magura,15,97,18.2927
Manikganj,58,568,11.3725
Moulovi Bazar,0,265,0.0000
Meherpur,12,59,25.5319
Munshigonj,88,1944,4.7414
Mymensingh,214,1613,15.2966
Naogaon,4,327,1.2384
Narail,47,153,44.3396
Narayanganj,0,4925,0.0000
Narshingdi,24,1280,1.9108
Natore,0,155,0.0000
Netrokona,56,457,13.9651
Nilphamari,29,327,9.7315
Noakhali,66,1971,3.4646
Pabna,13,428,3.1325
Panchagar,6,132,4.7619
Patuakhali,26,316,8.9655
Pirojpur,0,155,0.0000
Rajbari,0,243,0.0000
Rajshahi,63,474,15.3285
Rangamati,12,223,5.6872
Rangpur,52,835,6.6411
Satkhira,51,159,47.2222
Shariatpur,0,413,0.0000
Sherpur,5,235,2.1739
Sirajganj,29,361,8.7349
Sunamganj,0,788,0.0000
Sylhet,0,1944,0.0000
Tangail,52,528,10.9244
Thakurgaon,16,196,8.8889
