District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,977,0.0000
Bandarban,0,754,0.0000
Barguna,0,902,0.0000
Barishal,0,3406,0.0000
Bhola,0,716,0.0000
Bogura,0,7378,0.0000
B. Baria,0,2423,0.0000
Chandpur,0,2248,0.0000
Chapainawabganj,0,763,0.0000
Chattogram,0,18315,0.0000
Chuadanga,0,1395,0.0000
Cox's bazar,0,4551,0.0000
Comilla,0,7313,0.0000
Dhaka,0,95682,0.0000
Dinajpur,0,3299,0.0000
Faridpur,0,7004,0.0000
Feni,0,1812,0.0000
Gaibandha,0,1127,0.0000
Gazipur,0,5356,0.0000
Gopalganj,0,2532,0.0000
Hobiganj,0,1717,0.0000
Jamalpur,0,1490,0.0000
Jashore,0,3771,0.0000
Jhalokathi,0,691,0.0000
Jhenaidah,0,1869,0.0000
Joypurhat,0,1058,0.0000
Khagrachari,0,667,0.0000
Khulna,0,6260,0.0000
Kishoreganj,0,2715,0.0000
Kurigram,0,885,0.0000
Kushtia,0,3177,0.0000
Laksmipur,0,2099,0.0000
Lalmonirhat,0,839,0.0000
Madaripur,0,1444,0.0000
Magura,0,887,0.0000
Manikganj,0,1500,0.0000
Moulvibazar,0,1668,0.0000
Meherpur,0,593,0.0000
Munshigonj,0,3430,0.0000
Mymensingh,0,3613,0.0000
Naogaon,0,1286,0.0000
Narail,0,1299,0.0000
Narayanganj,0,6657,0.0000
Narshingdi,0,2260,0.0000
Natore,0,948,0.0000
Netrokona,0,709,0.0000
Nilphamari,0,1015,0.0000
Noakhali,0,4894,0.0000
Pabna,0,1101,0.0000
Panchagarh,0,591,0.0000
Patuakhali,0,1384,0.0000
Pirojpur,0,1055,0.0000
Rajbari,0,2998,0.0000
Rajshahi,0,4847,0.0000
Rangamati,0,885,0.0000
Rangpur,0,2721,0.0000
Satkhira,0,1091,0.0000
Shariatpur,0,1652,0.0000
Sherpur,0,462,0.0000
Sirajganj,0,2112,0.0000
Sunamganj,0,2299,0.0000
Sylhet,0,6648,0.0000
Tangail,0,3017,0.0000
Thakurgaon,0,1064,0.0000
