District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,1,6,20.0000
Bandarban,0,5,0.0000
Barguna,0,37,0.0000
Barishal,3,59,5.3571
Bhola,1,11,10.0000
Bogra,11,29,61.1111
B. Baria,1,59,1.7241
Chandpur,18,74,32.1429
Chapainawabganj,0,15,0.0000
Chattogram,183,497,58.2803
Chuadanga,11,41,36.6667
Cox's bazar,20,127,18.6916
Cumilla,39,225,20.9677
Dhaka,568,8490,7.1699
Dinajpur,3,46,6.9767
Faridpur,15,47,46.8750
Feni,12,25,92.3077
Gaibandha,0,25,0.0000
Gazipur,113,460,32.5648
Gopalganj,3,65,4.8387
Hobiganj,19,100,23.4568
Jamalpur,2,112,1.8182
Jessore,5,89,5.9524
Jhalokathi,0,13,0.0000
Jhenaidah,2,43,4.8780
Joypurhat,0,55,0.0000
Khagrachari,4,7,133.3333
Khulna,1,23,4.5455
Kishoreganj,1,206,0.4878
Kurigram,3,39,8.3333
Kushtia,2,25,8.6957
Laksmipur,15,89,20.2703
Lalmonirhat,0,15,0.0000
Madaripur,4,61,7.0175
Magura,4,22,22.2222
Manikganj,0,29,0.0000
Moulovi Bazar,1,37,2.7778
Meherpur,0,5,0.0000
Munshigonj,66,283,30.4147
Mymensingh,16,262,6.5041
Naogaon,0,33,0.0000
Narail,1,15,7.1429
Narayanganj,59,1345,4.5879
Narshingdi,1,173,0.5814
Natore,1,14,7.6923
Netrokona,1,82,1.2346
Nilphamari,0,43,0.0000
Noakhali,10,69,16.9492
Pabna,0,18,0.0000
Panchagar,1,11,10.0000
Potuakhali,0,29,0.0000
Pirojpur,0,7,0.0000
Rajbari,1,24,4.3478
Rajshahi,0,27,0.0000
Rangmati,20,24,500.0000
Rangpur,13,156,9.0909
Satkhira,1,5,25.0000
Shariatpur,6,66,10.0000
Sherpur,1,40,2.5641
Sirajganj,0,6,0.0000
Sunamganj,0,43,0.0000
Sylhet,0,39,0.0000
Tangail,3,35,9.3750
Thakurgaon,0,24,0.0000
