District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,1014,0.0000
Bandarban,0,808,0.0000
Barguna,2,942,0.2128
Barishal,16,3944,0.4073
Bhola,3,814,0.3699
Bogura,25,8178,0.3066
B. Baria,0,2516,0.0000
Chandpur,0,2431,0.0000
Chapainawabganj,4,796,0.5051
Chattogram,0,21554,0.0000
Chuadanga,5,1526,0.3287
Cox's bazar,0,5209,0.0000
Comilla,0,8032,0.0000
Dhaka,697,126045,0.5561
Dinajpur,0,3704,0.0000
Faridpur,0,7519,0.0000
Feni,0,1979,0.0000
Gaibandha,0,1230,0.0000
Gazipur,18,5820,0.3102
Gopalganj,3,2703,0.1111
Hobiganj,0,1831,0.0000
Jamalpur,0,1672,0.0000
Jashore,14,4141,0.3392
Jhalokathi,1,740,0.1353
Jhenaidah,7,2101,0.3343
Joypurhat,12,1154,1.0508
Khagrachari,0,716,0.0000
Khulna,7,6691,0.1047
Kishoreganj,4,3071,0.1304
Kurigram,0,941,0.0000
Kushtia,7,3460,0.2027
Laksmipur,0,2198,0.0000
Lalmonirhat,0,901,0.0000
Madaripur,3,1500,0.2004
Magura,1,957,0.1046
Manikganj,0,1590,0.0000
Moulvibazar,0,1792,0.0000
Meherpur,3,674,0.4471
Munshigonj,0,3760,0.0000
Mymensingh,7,3888,0.1804
Naogaon,0,1367,0.0000
Narail,0,1433,0.0000
Narayanganj,17,7229,0.2357
Narshingdi,4,2488,0.1610
Natore,2,1070,0.1873
Netrokona,0,748,0.0000
Nilphamari,0,1165,0.0000
Noakhali,0,5117,0.0000
Pabna,6,1237,0.4874
Panchagarh,0,686,0.0000
Patuakhali,2,1548,0.1294
Pirojpur,1,1111,0.0901
Rajbari,0,3183,0.0000
Rajshahi,6,5208,0.1153
Rangamati,0,936,0.0000
Rangpur,0,3125,0.0000
Satkhira,0,1117,0.0000
Shariatpur,2,1788,0.1120
Sherpur,2,504,0.3984
Sirajganj,2,2279,0.0878
Sunamganj,0,2409,0.0000
Sylhet,0,7726,0.0000
Tangail,8,3345,0.2397
Thakurgaon,0,1257,0.0000
