District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,1006,0.0000
Bandarban,0,789,0.0000
Barguna,0,918,0.0000
Barishal,14,3621,0.3881
Bhola,1,742,0.1350
Bogura,6,7783,0.0772
B. Baria,3,2470,0.1216
Chandpur,2,2325,0.0861
Chapainawabganj,0,782,0.0000
Chattogram,47,19648,0.2398
Chuadanga,1,1455,0.0688
Cox's bazar,15,4845,0.3106
Comilla,8,7645,0.1048
Dhaka,710,108530,0.6585
Dinajpur,0,3486,0.0000
Faridpur,31,7255,0.4291
Feni,0,1893,0.0000
Gaibandha,0,1200,0.0000
Gazipur,0,5539,0.0000
Gopalganj,4,2616,0.1531
Hobiganj,3,1769,0.1699
Jamalpur,5,1603,0.3129
Jashore,8,3990,0.2009
Jhalokathi,1,715,0.1401
Jhenaidah,5,1974,0.2539
Joypurhat,5,1115,0.4505
Khagrachari,6,696,0.8696
Khulna,8,6484,0.1235
Kishoreganj,26,2882,0.9104
Kurigram,0,914,0.0000
Kushtia,6,3348,0.1795
Laksmipur,0,2156,0.0000
Lalmonirhat,0,885,0.0000
Madaripur,4,1479,0.2712
Magura,0,926,0.0000
Manikganj,13,1523,0.8609
Moulvibazar,2,1732,0.1156
Meherpur,0,631,0.0000
Munshigonj,0,3547,0.0000
Mymensingh,1,3741,0.0267
Naogaon,0,1331,0.0000
Narail,6,1368,0.4405
Narayanganj,19,6899,0.2762
Narshingdi,9,2373,0.3807
Natore,5,1015,0.4950
Netrokona,0,722,0.0000
Nilphamari,0,1098,0.0000
Noakhali,0,5018,0.0000
Pabna,7,1175,0.5993
Panchagarh,0,637,0.0000
Patuakhali,7,1452,0.4844
Pirojpur,0,1094,0.0000
Rajbari,16,3108,0.5175
Rajshahi,13,5028,0.2592
Rangamati,0,911,0.0000
Rangpur,0,2905,0.0000
Satkhira,0,1105,0.0000
Shariatpur,7,1727,0.4070
Sherpur,1,483,0.2075
Sirajganj,3,2198,0.1367
Sunamganj,3,2368,0.1268
Sylhet,41,7126,0.5787
Tangail,18,3201,0.5655
Thakurgaon,0,1164,0.0000
