District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,10,551,1.8484
Bandarban,0,507,0.0000
Barguna,0,511,0.0000
Barishal,0,1686,0.0000
Bhola,0,487,0.0000
Bogura,0,4555,0.0000
B. Baria,0,1509,0.0000
Chandpur,3,1686,0.1783
Chapainawabganj,0,416,0.0000
Chattogram,0,13503,0.0000
Chuadanga,36,547,7.0450
Cox's bazar,31,3189,0.9816
Cumilla,0,4167,0.0000
Dhaka,24,52202,0.0460
Dinajpur,0,1308,0.0000
Faridpur,89,4512,2.0122
Feni,0,1029,0.0000
Gaibandha,0,578,0.0000
Gazipur,127,4166,3.1443
Gopalganj,123,1497,8.9520
Hobiganj,0,1055,0.0000
Jamalpur,86,854,11.1979
Jessore,57,1686,3.4991
Jhalokathi,0,242,0.0000
Jhenaidah,35,844,4.3263
Joypurhat,0,665,0.0000
Khagrachari,0,414,0.0000
Khulna,99,4109,2.4688
Kishoreganj,18,1965,0.9245
Kurigram,0,377,0.0000
Kushtia,42,1422,3.0435
Laksmipur,37,1348,2.8223
Lalmonirhat,0,294,0.0000
Madaripur,27,1139,2.4281
Magura,10,396,2.5907
Manikganj,0,840,0.0000
Moulovi Bazar,0,839,0.0000
Meherpur,2,153,1.3245
Munshigonj,0,2503,0.0000
Mymensingh,0,2052,0.0000
Naogaon,0,921,0.0000
Narail,56,681,8.9600
Narayanganj,14,5825,0.2409
Narshingdi,0,1848,0.0000
Natore,0,397,0.0000
Netrokona,23,623,3.8333
Nilphamari,0,600,0.0000
Noakhali,36,3025,1.2044
Pabna,0,822,0.0000
Panchagar,0,233,0.0000
Patuakhali,0,905,0.0000
Pirojpur,0,218,0.0000
Rajbari,41,1112,3.8282
Rajshahi,0,1469,0.0000
Rangamati,0,511,0.0000
Rangpur,0,1539,0.0000
Satkhira,28,681,4.2879
Shariatpur,44,1035,4.4400
Sherpur,0,267,0.0000
Sirajganj,0,1294,0.0000
Sunamganj,0,1278,0.0000
Sylhet,0,3787,0.0000
Tangail,52,1515,3.5543
Thakurgaon,0,301,0.0000
