District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,34,200,20.4819
Bandarban,0,312,0.0000
Barguna,54,300,21.9512
Barishal,129,1686,8.2852
Bhola,24,327,7.9208
Bogura,0,3307,0.0000
B. Baria,0,1178,0.0000
Chandpur,8,1043,0.7729
Chapainawabganj,0,101,0.0000
Chattogram,1853,9888,23.0616
Chuadanga,27,239,12.7358
Cox's bazar,107,2613,4.2698
Cumilla,0,3864,0.0000
Dhaka,12,27832,0.0431
Dinajpur,0,675,0.0000
Faridpur,0,2444,0.0000
Feni,0,892,0.0000
Gaibandha,0,288,0.0000
Gazipur,443,3713,13.5474
Gopalganj,0,799,0.0000
Hobiganj,153,758,25.2893
Jamalpur,56,598,10.3321
Jessore,193,748,34.7748
Jhalokathi,49,242,25.3886
Jhenaidah,112,277,67.8788
Joypurhat,0,454,0.0000
Khagrachari,0,237,0.0000
Khulna,649,2435,36.3382
Kishoreganj,469,1552,43.3056
Kurigram,0,149,0.0000
Kushtia,173,708,32.3364
Laksmipur,7,954,0.7392
Lalmonirhat,0,126,0.0000
Madaripur,0,832,0.0000
Magura,72,169,74.2268
Manikganj,28,631,4.6434
Moulovi Bazar,0,414,0.0000
Meherpur,33,92,55.9322
Munshigonj,0,1944,0.0000
Mymensingh,0,1889,0.0000
Naogaon,0,559,0.0000
Narail,124,277,81.0458
Narayanganj,0,5323,0.0000
Narshingdi,0,1280,0.0000
Natore,0,244,0.0000
Netrokona,8,542,1.4981
Nilphamari,0,353,0.0000
Noakhali,27,2291,1.1926
Pabna,0,474,0.0000
Panchagar,0,146,0.0000
Patuakhali,97,528,22.5058
Pirojpur,4,218,1.8692
Rajbari,0,563,0.0000
Rajshahi,0,1085,0.0000
Rangamati,129,385,50.3906
Rangpur,0,983,0.0000
Satkhira,41,200,25.7862
Shariatpur,0,668,0.0000
Sherpur,1,250,0.4016
Sirajganj,0,627,0.0000
Sunamganj,103,1062,10.7404
Sylhet,0,2758,0.0000
Tangail,100,769,14.9477
Thakurgaon,0,206,0.0000
