District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,1,637,0.1572
Bandarban,19,582,3.3748
Barguna,0,657,0.0000
Barishal,0,2479,0.0000
Bhola,0,545,0.0000
Bogura,51,5049,1.0204
B. Baria,4,1951,0.2054
Chandpur,17,1875,0.9150
Chapainawabganj,26,516,5.3061
Chattogram,121,14746,0.8274
Chuadanga,71,759,10.3198
Cox's bazar,27,3473,0.7835
Cumilla,55,5679,0.9780
Dhaka,0,52298,0.0000
Dinajpur,468,1929,32.0329
Faridpur,0,4811,0.0000
Feni,46,1360,3.5008
Gaibandha,225,698,47.5687
Gazipur,60,4304,1.4138
Gopalganj,0,1620,0.0000
Hobiganj,25,1214,2.1026
Jamalpur,13,958,1.3757
Jessore,76,2022,3.9054
Jhalokathi,0,493,0.0000
Jhenaidah,36,1052,3.5433
Joypurhat,2,782,0.2564
Khagrachari,0,532,0.0000
Khulna,78,4553,1.7430
Kishoreganj,95,2091,4.7595
Kurigram,165,553,42.5258
Kushtia,92,1841,5.2601
Laksmipur,30,1472,2.0804
Lalmonirhat,128,436,41.5584
Madaripur,0,1152,0.0000
Magura,31,525,6.2753
Manikganj,0,906,0.0000
Moulovi Bazar,0,839,0.0000
Meherpur,3,219,1.3889
Munshigonj,0,3126,0.0000
Mymensingh,15,2779,0.5427
Naogaon,1,960,0.1043
Narail,21,851,2.5301
Narayanganj,30,5982,0.5040
Narshingdi,183,1939,10.4214
Natore,0,544,0.0000
Netrokona,3,641,0.4702
Nilphamari,172,680,33.8583
Noakhali,73,3346,2.2304
Pabna,0,852,0.0000
Panchagar,86,361,31.2727
Patuakhali,0,1055,0.0000
Pirojpur,0,739,0.0000
Rajbari,0,1351,0.0000
Rajshahi,81,3417,2.4281
Rangamati,0,657,0.0000
Rangpur,354,1792,24.6175
Satkhira,12,780,1.5625
Shariatpur,0,986,0.0000
Sherpur,1,321,0.3125
Sirajganj,18,1519,1.1992
Sunamganj,16,1533,1.0547
Sylhet,21,4434,0.4759
Tangail,38,1742,2.2300
Thakurgaon,70,437,19.0736
