District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,3,1006,0.2991
Bandarban,2,791,0.2535
Barguna,1,918,0.1091
Barishal,16,3607,0.4456
Bhola,2,741,0.2706
Bogura,6,7777,0.0772
B. Baria,0,2467,0.0000
Chandpur,3,2323,0.1293
Chapainawabganj,1,782,0.1280
Chattogram,87,19601,0.4458
Chuadanga,0,1454,0.0000
Cox's bazar,2,4830,0.0414
Comilla,10,7637,0.1311
Dhaka,1220,107820,1.1445
Dinajpur,19,3486,0.5480
Faridpur,0,7224,0.0000
Feni,5,1895,0.2646
Gaibandha,3,1200,0.2506
Gazipur,47,5539,0.8558
Gopalganj,0,2612,0.0000
Hobiganj,0,1766,0.0000
Jamalpur,8,1598,0.5031
Jashore,1,3982,0.0251
Jhalokathi,2,714,0.2809
Jhenaidah,0,1969,0.0000
Joypurhat,2,1110,0.1805
Khagrachari,0,690,0.0000
Khulna,4,6476,0.0618
Kishoreganj,0,2856,0.0000
Kurigram,0,914,0.0000
Kushtia,4,3342,0.1198
Laksmipur,4,2162,0.1854
Lalmonirhat,1,885,0.1131
Madaripur,0,1475,0.0000
Magura,0,926,0.0000
Manikganj,3,1510,0.1991
Moulvibazar,4,1730,0.2317
Meherpur,0,631,0.0000
Munshigonj,10,3547,0.2827
Mymensingh,4,3740,0.1071
Naogaon,4,1331,0.3014
Narail,0,1362,0.0000
Narayanganj,24,6880,0.3501
Narshingdi,0,2364,0.0000
Natore,0,1010,0.0000
Netrokona,1,722,0.1387
Nilphamari,12,1098,1.1050
Noakhali,5,5021,0.0997
Pabna,13,1168,1.1255
Panchagarh,4,637,0.6319
Patuakhali,4,1445,0.2776
Pirojpur,1,1094,0.0915
Rajbari,0,3092,0.0000
Rajshahi,10,5015,0.1998
Rangamati,0,911,0.0000
Rangpur,12,2905,0.4148
Satkhira,0,1105,0.0000
Shariatpur,0,1720,0.0000
Sherpur,3,482,0.6263
Sirajganj,5,2195,0.2283
Sunamganj,3,2365,0.1270
Sylhet,94,7085,1.3446
Tangail,6,3183,0.1889
Thakurgaon,14,1164,1.2174
