District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,60,0.0000
Bandarban,0,51,0.0000
Barguna,0,81,0.0000
Barishal,0,185,0.0000
Bhola,0,80,0.0000
Bogura,0,269,0.0000
B. Baria,0,196,0.0000
Chandpur,0,256,0.0000
Chapainawabganj,0,66,0.0000
Chattogram,0,3151,0.0000
Chuadanga,0,120,0.0000
Cox's bazar,0,1001,0.0000
Cumilla,0,1208,0.0000
Dhaka,0,22712,0.0000
Dinajpur,0,182,0.0000
Faridpur,0,454,0.0000
Feni,0,290,0.0000
Gaibandha,0,72,0.0000
Gazipur,0,1169,0.0000
Gopalganj,0,332,0.0000
Hobiganj,0,175,0.0000
Jamalpur,0,321,0.0000
Jessore,0,177,0.0000
Jhalokathi,0,42,0.0000
Jhenaidah,0,64,0.0000
Joypurhat,0,183,0.0000
Khagrachari,0,47,0.0000
Khulna,0,215,0.0000
Kishoreganj,0,382,0.0000
Kurigram,0,75,0.0000
Kushtia,0,142,0.0000
Laksmipur,0,144,0.0000
Lalmonirhat,0,43,0.0000
Madaripur,0,224,0.0000
Magura,0,46,0.0000
Manikganj,0,167,0.0000
Moulovi Bazar,0,116,0.0000
Meherpur,0,35,0.0000
Munshigonj,0,1200,0.0000
Mymensingh,0,664,0.0000
Naogaon,0,212,0.0000
Narail,0,36,0.0000
Narayanganj,0,2753,0.0000
Narshingdi,0,195,0.0000
Natore,0,67,0.0000
Netrokona,0,279,0.0000
Nilphamari,0,138,0.0000
Noakhali,0,865,0.0000
Pabna,0,119,0.0000
Panchagar,0,52,0.0000
Potuakhali,0,90,0.0000
Pirojpur,0,41,0.0000
Rajbari,0,101,0.0000
Rajshahi,0,83,0.0000
Rangmati,0,68,0.0000
Rangpur,0,530,0.0000
Satkhira,0,54,0.0000
Shariatpur,0,157,0.0000
Sherpur,0,127,0.0000
Sirajganj,0,43,0.0000
Sunamganj,0,251,0.0000
Sylhet,0,676,0.0000
Tangail,0,56,0.0000
Thakurgaon,0,74,0.0000
