District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,1003,0.0000
Bandarban,2,789,0.2541
Barguna,0,917,0.0000
Barishal,0,3591,0.0000
Bhola,0,739,0.0000
Bogura,0,7771,0.0000
B. Baria,4,2467,0.1624
Chandpur,5,2320,0.2160
Chapainawabganj,0,781,0.0000
Chattogram,266,19514,1.3820
Chuadanga,0,1454,0.0000
Cox's bazar,18,4828,0.3742
Comilla,42,7627,0.5537
Dhaka,5458,106600,5.3964
Dinajpur,0,3467,0.0000
Faridpur,18,7224,0.2498
Feni,16,1890,0.8538
Gaibandha,0,1197,0.0000
Gazipur,0,5492,0.0000
Gopalganj,0,2612,0.0000
Hobiganj,0,1766,0.0000
Jamalpur,0,1590,0.0000
Jashore,5,3981,0.1258
Jhalokathi,0,712,0.0000
Jhenaidah,6,1969,0.3057
Joypurhat,0,1108,0.0000
Khagrachari,2,690,0.2907
Khulna,9,6472,0.1393
Kishoreganj,0,2856,0.0000
Kurigram,0,914,0.0000
Kushtia,4,3338,0.1200
Laksmipur,8,2158,0.3721
Lalmonirhat,0,884,0.0000
Madaripur,0,1475,0.0000
Magura,2,926,0.2165
Manikganj,4,1507,0.2661
Moulvibazar,0,1726,0.0000
Meherpur,4,631,0.6380
Munshigonj,12,3537,0.3404
Mymensingh,0,3736,0.0000
Naogaon,0,1327,0.0000
Narail,1,1362,0.0735
Narayanganj,0,6856,0.0000
Narshingdi,0,2364,0.0000
Natore,0,1010,0.0000
Netrokona,0,721,0.0000
Nilphamari,0,1086,0.0000
Noakhali,19,5016,0.3802
Pabna,0,1155,0.0000
Panchagarh,0,633,0.0000
Patuakhali,0,1441,0.0000
Pirojpur,0,1093,0.0000
Rajbari,4,3092,0.1295
Rajshahi,0,5005,0.0000
Rangamati,4,911,0.4410
Rangpur,0,2893,0.0000
Satkhira,2,1105,0.1813
Shariatpur,0,1720,0.0000
Sherpur,0,479,0.0000
Sirajganj,0,2190,0.0000
Sunamganj,0,2362,0.0000
Sylhet,0,6991,0.0000
Tangail,0,3177,0.0000
Thakurgaon,0,1150,0.0000
