District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,541,0.0000
Bandarban,0,507,0.0000
Barguna,0,511,0.0000
Barishal,0,1686,0.0000
Bhola,0,487,0.0000
Bogura,50,4555,1.1099
B. Baria,0,1509,0.0000
Chandpur,51,1683,3.1250
Chapainawabganj,0,416,0.0000
Chattogram,0,13503,0.0000
Chuadanga,0,511,0.0000
Cox's bazar,0,3158,0.0000
Cumilla,0,4167,0.0000
Dhaka,0,52178,0.0000
Dinajpur,633,1308,93.7778
Faridpur,0,4423,0.0000
Feni,0,1029,0.0000
Gaibandha,290,578,100.6944
Gazipur,0,4039,0.0000
Gopalganj,0,1374,0.0000
Hobiganj,0,1055,0.0000
Jamalpur,0,768,0.0000
Jessore,0,1629,0.0000
Jhalokathi,0,242,0.0000
Jhenaidah,0,809,0.0000
Joypurhat,4,665,0.6051
Khagrachari,0,414,0.0000
Khulna,0,4010,0.0000
Kishoreganj,68,1947,3.6189
Kurigram,228,377,153.0201
Kushtia,0,1380,0.0000
Laksmipur,25,1311,1.9440
Lalmonirhat,168,294,133.3333
Madaripur,0,1112,0.0000
Magura,0,386,0.0000
Manikganj,0,840,0.0000
Moulovi Bazar,0,839,0.0000
Meherpur,0,151,0.0000
Munshigonj,0,2503,0.0000
Mymensingh,0,2052,0.0000
Naogaon,0,921,0.0000
Narail,0,625,0.0000
Narayanganj,0,5811,0.0000
Narshingdi,0,1848,0.0000
Natore,6,397,1.5345
Netrokona,0,600,0.0000
Nilphamari,247,600,69.9717
Noakhali,44,2989,1.4941
Pabna,0,822,0.0000
Panchagar,87,233,59.5890
Patuakhali,0,905,0.0000
Pirojpur,0,218,0.0000
Rajbari,0,1071,0.0000
Rajshahi,0,1469,0.0000
Rangamati,0,511,0.0000
Rangpur,556,1539,56.5615
Satkhira,0,653,0.0000
Shariatpur,0,991,0.0000
Sherpur,0,267,0.0000
Sirajganj,23,1294,1.8096
Sunamganj,0,1278,0.0000
Sylhet,0,3787,0.0000
Tangail,60,1463,4.2766
Thakurgaon,95,301,46.1165
