District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,802,0.0000
Bandarban,3,642,0.4695
Barguna,21,791,2.7273
Barishal,39,2902,1.3622
Bhola,6,617,0.9820
Bogura,100,6039,1.6838
B. Baria,5,2146,0.2335
Chandpur,17,2064,0.8305
Chapainawabganj,0,619,0.0000
Chattogram,97,16215,0.6018
Chuadanga,0,1091,0.0000
Cox's bazar,33,3810,0.8737
Cumilla,73,6401,1.1536
Dhaka,0,77229,0.0000
Dinajpur,0,2617,0.0000
Faridpur,43,5972,0.7252
Feni,19,1568,1.2266
Gaibandha,0,850,0.0000
Gazipur,26,4594,0.5692
Gopalganj,0,2154,0.0000
Hobiganj,17,1397,1.2319
Jamalpur,10,1206,0.8361
Jashore,0,2528,0.0000
Jhalokathi,13,580,2.2928
Jhenaidah,0,1381,0.0000
Joypurhat,0,883,0.0000
Khagrachari,0,602,0.0000
Khulna,0,5229,0.0000
Kishoreganj,0,2341,0.0000
Kurigram,0,713,0.0000
Kushtia,0,2437,0.0000
Laksmipur,9,1798,0.5031
Lalmonirhat,0,590,0.0000
Madaripur,0,1280,0.0000
Magura,0,707,0.0000
Manikganj,56,1093,5.4002
Moulvibazar,27,1269,2.1739
Meherpur,0,384,0.0000
Munshigonj,21,3433,0.6155
Mymensingh,11,3149,0.3505
Naogaon,0,1087,0.0000
Narail,0,1043,0.0000
Narayanganj,33,6214,0.5339
Narshingdi,0,1887,0.0000
Natore,0,739,0.0000
Netrokona,2,670,0.2994
Nilphamari,0,793,0.0000
Noakhali,54,4120,1.3281
Pabna,0,916,0.0000
Panchagarh,0,456,0.0000
Patuakhali,19,1225,1.5755
Pirojpur,23,886,2.6651
Rajbari,129,2178,6.2958
Rajshahi,0,4146,0.0000
Rangamati,16,773,2.1136
Rangpur,0,2114,0.0000
Satkhira,0,912,0.0000
Shariatpur,0,1382,0.0000
Sherpur,7,392,1.8182
Sirajganj,25,1798,1.4100
Sunamganj,16,1821,0.8864
Sylhet,91,5124,1.8081
Tangail,41,2220,1.8816
Thakurgaon,0,718,0.0000
