District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,433,0.0000
Bandarban,0,507,0.0000
Barguna,0,511,0.0000
Barishal,0,1686,0.0000
Bhola,0,471,0.0000
Bogura,0,4311,0.0000
B. Baria,0,1509,0.0000
Chandpur,0,1570,0.0000
Chapainawabganj,0,318,0.0000
Chattogram,576,13503,4.4558
Chuadanga,0,446,0.0000
Cox's bazar,46,3158,1.4781
Cumilla,0,4167,0.0000
Dhaka,0,52110,0.0000
Dinajpur,0,675,0.0000
Faridpur,0,3593,0.0000
Feni,0,1029,0.0000
Gaibandha,0,288,0.0000
Gazipur,0,4039,0.0000
Gopalganj,0,1158,0.0000
Hobiganj,0,1055,0.0000
Jamalpur,0,768,0.0000
Jessore,0,1426,0.0000
Jhalokathi,0,242,0.0000
Jhenaidah,0,664,0.0000
Joypurhat,0,656,0.0000
Khagrachari,0,414,0.0000
Khulna,0,3737,0.0000
Kishoreganj,0,1879,0.0000
Kurigram,0,149,0.0000
Kushtia,0,1235,0.0000
Laksmipur,0,1256,0.0000
Lalmonirhat,0,126,0.0000
Madaripur,0,1039,0.0000
Magura,0,334,0.0000
Manikganj,0,840,0.0000
Moulovi Bazar,0,839,0.0000
Meherpur,0,137,0.0000
Munshigonj,0,2503,0.0000
Mymensingh,0,2052,0.0000
Naogaon,0,844,0.0000
Narail,0,524,0.0000
Narayanganj,0,5795,0.0000
Narshingdi,0,1790,0.0000
Natore,0,387,0.0000
Netrokona,0,600,0.0000
Nilphamari,0,353,0.0000
Noakhali,0,2839,0.0000
Pabna,0,724,0.0000
Panchagar,0,146,0.0000
Patuakhali,0,893,0.0000
Pirojpur,0,218,0.0000
Rajbari,0,814,0.0000
Rajshahi,0,1469,0.0000
Rangamati,0,511,0.0000
Rangpur,0,983,0.0000
Satkhira,0,547,0.0000
Shariatpur,0,843,0.0000
Sherpur,0,267,0.0000
Sirajganj,0,1180,0.0000
Sunamganj,0,1278,0.0000
Sylhet,0,3787,0.0000
Tangail,0,1271,0.0000
Thakurgaon,0,206,0.0000
