District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,7,93,8.1395
Bandarban,2,73,2.8169
Barguna,0,87,0.0000
Barishal,13,224,6.1611
Bhola,27,117,30.0000
Bogura,0,269,0.0000
B. Baria,1,246,0.4082
Chandpur,0,369,0.0000
Chapainawabganj,0,67,0.0000
Chattogram,118,3680,3.3127
Chuadanga,0,136,0.0000
Cox's bazar,39,1340,2.9977
Cumilla,166,1685,10.9282
Dhaka,434,25801,1.7109
Dinajpur,0,184,0.0000
Faridpur,0,695,0.0000
Feni,50,498,11.1607
Gaibandha,7,106,7.0707
Gazipur,12,1270,0.9539
Gopalganj,1,389,0.2577
Hobiganj,1,178,0.5650
Jamalpur,7,362,1.9718
Jessore,13,253,5.4167
Jhalokathi,3,55,5.7692
Jhenaidah,9,96,10.3448
Joypurhat,0,183,0.0000
Khagrachari,4,84,5.0000
Khulna,45,406,12.4654
Kishoreganj,1,534,0.1876
Kurigram,1,89,1.1364
Kushtia,20,248,8.7719
Laksmipur,1,146,0.6897
Lalmonirhat,2,53,3.9216
Madaripur,1,372,0.2695
Magura,1,64,1.5873
Manikganj,1,169,0.5952
Moulovi Bazar,0,116,0.0000
Meherpur,0,38,0.0000
Munshigonj,0,1498,0.0000
Mymensingh,15,855,1.7857
Naogaon,0,213,0.0000
Narail,1,66,1.5385
Narayanganj,44,2970,1.5038
Narshingdi,3,219,1.3889
Natore,3,77,4.0541
Netrokona,0,302,0.0000
Nilphamari,0,138,0.0000
Noakhali,30,1027,3.0090
Pabna,13,177,7.9268
Panchagar,0,52,0.0000
Potuakhali,15,136,12.3967
Pirojpur,4,50,8.6957
Rajbari,20,141,16.5289
Rajshahi,1,90,1.1236
Rangmati,1,86,1.1765
Rangpur,20,639,3.2310
Satkhira,4,71,5.9701
Shariatpur,43,223,23.8889
Sherpur,5,167,3.0864
Sirajganj,1,46,2.2222
Sunamganj,61,443,15.9686
Sylhet,0,676,0.0000
Tangail,2,61,3.3898
Thakurgaon,0,74,0.0000
