District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,1014,0.0000
Bandarban,9,820,1.1097
Barguna,3,952,0.3161
Barishal,31,4007,0.7797
Bhola,5,824,0.6105
Bogura,9,8207,0.1098
B. Baria,1,2518,0.0397
Chandpur,8,2452,0.3273
Chapainawabganj,0,796,0.0000
Chattogram,103,21900,0.4725
Chuadanga,2,1530,0.1309
Cox's bazar,7,5251,0.1335
Comilla,18,8101,0.2227
Dhaka,723,128008,0.5680
Dinajpur,7,3752,0.1869
Faridpur,11,7559,0.1457
Feni,7,1994,0.3523
Gaibandha,0,1237,0.0000
Gazipur,26,5867,0.4451
Gopalganj,17,2728,0.6271
Hobiganj,0,1845,0.0000
Jamalpur,2,1679,0.1193
Jashore,9,4159,0.2169
Jhalokathi,2,747,0.2685
Jhenaidah,4,2107,0.1902
Joypurhat,0,1154,0.0000
Khagrachari,0,716,0.0000
Khulna,10,6716,0.1491
Kishoreganj,6,3099,0.1940
Kurigram,1,944,0.1060
Kushtia,2,3468,0.0577
Laksmipur,1,2202,0.0454
Lalmonirhat,0,903,0.0000
Madaripur,1,1505,0.0665
Magura,3,965,0.3119
Manikganj,0,1591,0.0000
Moulvibazar,0,1802,0.0000
Meherpur,2,682,0.2941
Munshigonj,0,3783,0.0000
Mymensingh,5,3906,0.1282
Naogaon,0,1371,0.0000
Narail,4,1440,0.2786
Narayanganj,18,7274,0.2481
Narshingdi,18,2514,0.7212
Natore,2,1075,0.1864
Netrokona,1,759,0.1319
Nilphamari,0,1169,0.0000
Noakhali,3,5138,0.0584
Pabna,5,1242,0.4042
Panchagarh,0,693,0.0000
Patuakhali,0,1555,0.0000
Pirojpur,1,1117,0.0896
Rajbari,3,3191,0.0941
Rajshahi,9,5229,0.1724
Rangamati,7,945,0.7463
Rangpur,10,3162,0.3173
Satkhira,2,1119,0.1791
Shariatpur,4,1792,0.2237
Sherpur,0,508,0.0000
Sirajganj,2,2282,0.0877
Sunamganj,0,2416,0.0000
Sylhet,0,7804,0.0000
Tangail,12,3365,0.3579
Thakurgaon,3,1265,0.2377
