District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,102,0.0000
Bandarban,0,111,0.0000
Barguna,0,154,0.0000
Barishal,0,1129,0.0000
Bhola,0,187,0.0000
Bogura,100,2085,5.0378
B. Baria,127,533,31.2808
Chandpur,42,553,8.2192
Chapainawabganj,0,86,0.0000
Chattogram,0,5585,0.0000
Chuadanga,0,169,0.0000
Cox's bazar,0,1688,0.0000
Cumilla,0,2471,0.0000
Dhaka,38,27266,0.1396
Dinajpur,34,492,7.4236
Faridpur,0,1023,0.0000
Feni,36,645,5.9113
Gaibandha,19,207,10.1064
Gazipur,0,2511,0.0000
Gopalganj,46,460,11.1111
Hobiganj,15,276,5.7471
Jamalpur,0,440,0.0000
Jessore,0,314,0.0000
Jhalokathi,23,125,22.5490
Jhenaidah,0,123,0.0000
Joypurhat,1,253,0.3968
Khagrachari,0,94,0.0000
Khulna,0,800,0.0000
Kishoreganj,0,1083,0.0000
Kurigram,7,119,6.2500
Kushtia,0,307,0.0000
Laksmipur,11,575,1.9504
Lalmonirhat,2,71,2.8986
Madaripur,0,468,0.0000
Magura,0,64,0.0000
Manikganj,42,472,9.7674
Moulovi Bazar,74,265,38.7435
Meherpur,0,40,0.0000
Munshigonj,0,1661,0.0000
Mymensingh,111,1315,9.2193
Naogaon,0,239,0.0000
Narail,0,73,0.0000
Narayanganj,40,4530,0.8909
Narshingdi,0,1109,0.0000
Natore,8,135,6.2992
Netrokona,0,366,0.0000
Nilphamari,25,295,9.2593
Noakhali,26,1683,1.5691
Pabna,2,270,0.7463
Panchagar,9,125,7.7586
Patuakhali,0,241,0.0000
Pirojpur,0,131,0.0000
Rajbari,66,206,47.1429
Rajshahi,25,237,11.7925
Rangmati,0,116,0.0000
Rangpur,34,765,4.6512
Satkhira,0,100,0.0000
Shariatpur,83,378,28.1356
Sherpur,0,209,0.0000
Sirajganj,10,261,3.9841
Sunamganj,361,788,84.5433
Sylhet,80,1768,4.7393
Tangail,0,379,0.0000
Thakurgaon,5,174,2.9586
