District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,17,868,1.9976
Bandarban,7,665,1.0638
Barguna,10,814,1.2438
Barishal,23,2998,0.7731
Bhola,5,638,0.7899
Bogura,52,6342,0.8267
B. Baria,5,2217,0.2260
Chandpur,9,2095,0.4314
Chapainawabganj,0,663,0.0000
Chattogram,88,16612,0.5326
Chuadanga,23,1141,2.0572
Cox's bazar,19,3906,0.4888
Comilla,42,6591,0.6413
Dhaka,1032,81032,1.2900
Dinajpur,0,2753,0.0000
Faridpur,52,6187,0.8476
Feni,17,1631,1.0533
Gaibandha,0,878,0.0000
Gazipur,37,4741,0.7866
Gopalganj,0,2231,0.0000
Hobiganj,18,1454,1.2535
Jamalpur,17,1285,1.3407
Jashore,83,2978,2.8670
Jhalokathi,6,608,0.9967
Jhenaidah,0,1414,0.0000
Joypurhat,0,897,0.0000
Khagrachari,0,616,0.0000
Khulna,30,5425,0.5561
Kishoreganj,12,2444,0.4934
Kurigram,0,743,0.0000
Kushtia,89,2577,3.5772
Laksmipur,30,1862,1.6376
Lalmonirhat,0,627,0.0000
Madaripur,0,1280,0.0000
Magura,4,747,0.5384
Manikganj,0,1093,0.0000
Moulvibazar,16,1374,1.1782
Meherpur,44,451,10.8108
Munshigonj,37,3513,1.0644
Mymensingh,15,3265,0.4615
Naogaon,0,1111,0.0000
Narail,15,1117,1.3612
Narayanganj,14,6306,0.2225
Narshingdi,0,2050,0.0000
Natore,15,801,1.9084
Netrokona,1,678,0.1477
Nilphamari,0,842,0.0000
Noakhali,47,4325,1.0986
Pabna,0,958,0.0000
Panchagarh,0,481,0.0000
Patuakhali,7,1262,0.5578
Pirojpur,25,938,2.7382
Rajbari,29,2351,1.2489
Rajshahi,26,4376,0.5977
Rangamati,3,798,0.3774
Rangpur,0,2220,0.0000
Satkhira,21,966,2.2222
Shariatpur,0,1351,0.0000
Sherpur,3,408,0.7407
Sirajganj,11,1859,0.5952
Sunamganj,24,1932,1.2579
Sylhet,49,5363,0.9221
Tangail,25,2379,1.0620
Thakurgaon,0,794,0.0000
