District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,13,0.0000
Bandarban,11,20,122.2222
Barguna,6,44,15.7895
Barishal,0,64,0.0000
Bhola,1,14,7.6923
Bogra,47,137,52.2222
B. Baria,3,90,3.4483
Chandpur,13,103,14.4444
Chapainawabganj,2,46,4.5455
Chattogram,216,1556,16.1194
Chuadanga,0,86,0.0000
Cox's bazar,46,329,16.2544
Cumilla,57,482,13.4118
Dhaka,229,13797,1.6878
Dinajpur,22,111,24.7191
Faridpur,1,134,0.7519
Feni,1,93,1.0870
Gaibandha,4,31,14.8148
Gazipur,0,544,0.0000
Gopalganj,9,142,6.7669
Hobiganj,25,158,18.7970
Jamalpur,10,185,5.7143
Jessore,24,140,20.6897
Jhalokathi,9,26,52.9412
Jhenaidah,0,47,0.0000
Joypurhat,27,125,27.5510
Khagrachari,2,24,9.0909
Khulna,2,47,4.4444
Kishoreganj,19,231,8.9623
Kurigram,4,62,6.8966
Kushtia,0,36,0.0000
Laksmipur,0,103,0.0000
Lalmonirhat,4,30,15.3846
Madaripur,0,71,0.0000
Magura,0,23,0.0000
Manikganj,10,79,14.4928
Moulovi Bazar,27,93,40.9091
Meherpur,3,8,60.0000
Munshigonj,149,581,34.4907
Mymensingh,5,380,1.3333
Naogaon,47,101,87.0370
Narail,2,25,8.6957
Narayanganj,105,1771,6.3025
Narshingdi,0,175,0.0000
Natore,0,50,0.0000
Netrokona,27,201,15.5172
Nilphamari,16,78,25.8065
Noakhali,93,373,33.2143
Pabna,7,36,24.1379
Panchagar,5,35,16.6667
Potuakhali,6,36,20.0000
Pirojpur,14,21,200.0000
Rajbari,0,35,0.0000
Rajshahi,0,47,0.0000
Rangmati,3,50,6.3830
Rangpur,2,371,0.5420
Satkhira,3,36,9.0909
Shariatpur,0,80,0.0000
Sherpur,12,79,17.9104
Sirajganj,0,9,0.0000
Sunamganj,18,77,30.5085
Sylhet,107,155,222.9167
Tangail,6,50,13.6364
Thakurgaon,10,49,25.6410
