District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,32,343,10.2894
Bandarban,0,328,0.0000
Barguna,0,403,0.0000
Barishal,0,1686,0.0000
Bhola,15,414,3.7594
Bogura,0,3763,0.0000
B. Baria,4,1509,0.2658
Chandpur,42,1341,3.2333
Chapainawabganj,0,199,0.0000
Chattogram,0,11597,0.0000
Chuadanga,15,307,5.1370
Cox's bazar,0,2971,0.0000
Cumilla,0,4167,0.0000
Dhaka,76,41950,0.1815
Dinajpur,0,675,0.0000
Faridpur,0,2444,0.0000
Feni,25,1029,2.4900
Gaibandha,0,288,0.0000
Gazipur,0,3890,0.0000
Gopalganj,0,799,0.0000
Hobiganj,0,899,0.0000
Jamalpur,55,740,8.0292
Jessore,107,1091,10.8740
Jhalokathi,0,242,0.0000
Jhenaidah,74,489,17.8313
Joypurhat,0,550,0.0000
Khagrachari,0,237,0.0000
Khulna,166,3196,5.4785
Kishoreganj,0,1758,0.0000
Kurigram,0,149,0.0000
Kushtia,81,1019,8.6354
Laksmipur,26,1123,2.3701
Lalmonirhat,0,126,0.0000
Madaripur,0,832,0.0000
Magura,46,237,24.0838
Manikganj,0,716,0.0000
Moulovi Bazar,0,657,0.0000
Meherpur,8,108,8.0000
Munshigonj,0,2503,0.0000
Mymensingh,0,2052,0.0000
Naogaon,0,676,0.0000
Narail,31,422,7.9284
Narayanganj,0,5618,0.0000
Narshingdi,0,1592,0.0000
Natore,0,305,0.0000
Netrokona,0,551,0.0000
Nilphamari,0,353,0.0000
Noakhali,35,2606,1.3613
Pabna,0,599,0.0000
Panchagar,0,146,0.0000
Patuakhali,15,723,2.1186
Pirojpur,0,218,0.0000
Rajbari,0,563,0.0000
Rajshahi,0,1469,0.0000
Rangamati,0,409,0.0000
Rangpur,0,983,0.0000
Satkhira,38,430,9.6939
Shariatpur,0,668,0.0000
Sherpur,0,267,0.0000
Sirajganj,0,849,0.0000
Sunamganj,0,1170,0.0000
Sylhet,148,3218,4.8208
Tangail,0,999,0.0000
Thakurgaon,0,206,0.0000
