District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,42,0.0000
Bandarban,0,39,0.0000
Barguna,3,74,4.2254
Barishal,7,133,5.5556
Bhola,2,57,3.6364
Bogura,1,249,0.4032
B. Baria,0,121,0.0000
Chandpur,25,203,14.0449
Chapainawabganj,0,62,0.0000
Chattogram,119,2781,4.4703
Chuadanga,2,103,1.9802
Cox's bazar,61,948,6.8771
Cumilla,53,1091,5.1060
Dhaka,703,20008,3.6415
Dinajpur,0,179,0.0000
Faridpur,34,274,14.1667
Feni,15,257,6.1983
Gaibandha,1,54,1.8868
Gazipur,22,1137,1.9731
Gopalganj,25,264,10.4603
Hobiganj,0,170,0.0000
Jamalpur,9,218,4.3062
Jessore,1,154,0.6536
Jhalokathi,4,34,13.3333
Jhenaidah,1,57,1.7857
Joypurhat,0,163,0.0000
Khagrachari,0,47,0.0000
Khulna,23,123,23.0000
Kishoreganj,6,239,2.5751
Kurigram,1,72,1.4085
Kushtia,9,94,10.5882
Laksmipur,0,142,0.0000
Lalmonirhat,3,41,7.8947
Madaripur,1,176,0.5714
Magura,3,32,10.3448
Manikganj,1,166,0.6061
Moulovi Bazar,0,100,0.0000
Meherpur,1,30,3.4483
Munshigonj,115,933,14.0587
Mymensingh,6,497,1.2220
Naogaon,0,194,0.0000
Narail,0,30,0.0000
Narayanganj,76,2409,3.2576
Narshingdi,4,188,2.1739
Natore,2,61,3.3898
Netrokona,5,230,2.2222
Nilphamari,0,138,0.0000
Noakhali,59,785,8.1267
Pabna,15,61,32.6087
Panchagar,0,52,0.0000
Potuakhali,1,88,1.1494
Pirojpur,2,36,5.8824
Rajbari,0,90,0.0000
Rajshahi,1,81,1.2500
Rangmati,0,66,0.0000
Rangpur,10,479,2.1322
Satkhira,0,47,0.0000
Shariatpur,0,125,0.0000
Sherpur,14,101,16.0920
Sirajganj,1,41,2.5000
Sunamganj,27,157,20.7692
Sylhet,98,563,21.0753
Tangail,0,53,0.0000
Thakurgaon,0,65,0.0000
