District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,3,0.0000
Bandarban,0,4,0.0000
Barguna,2,37,5.7143
Barishal,6,54,12.5000
Bhola,0,7,0.0000
Bogra,0,18,0.0000
B. Baria,0,57,0.0000
Chandpur,0,55,0.0000
Chapainawabganj,0,14,0.0000
Chattogram,13,220,6.2802
Chuadanga,0,23,0.0000
Cox's bazar,6,83,7.7922
Cumilla,2,171,1.1834
Dhaka,239,6868,3.6054
Dinajpur,4,42,10.5263
Faridpur,3,24,14.2857
Feni,0,8,0.0000
Gaibandha,1,25,4.1667
Gazipur,1,333,0.3012
Gopalganj,6,56,12.0000
Hobiganj,3,73,4.2857
Jamalpur,6,110,5.7692
Jessore,0,79,0.0000
Jhalokathi,0,13,0.0000
Jhenaidah,0,38,0.0000
Joypurhat,3,42,7.6923
Khagrachari,0,3,0.0000
Khulna,0,20,0.0000
Kishoreganj,0,202,0.0000
Kurigram,1,35,2.9412
Kushtia,1,21,5.0000
Laksmipur,0,58,0.0000
Lalmonirhat,0,13,0.0000
Madaripur,0,54,0.0000
Magura,0,12,0.0000
Manikganj,0,28,0.0000
Moulovi Bazar,3,33,10.0000
Meherpur,0,5,0.0000
Munshigonj,4,216,1.8868
Mymensingh,9,221,4.2453
Naogaon,1,25,4.1667
Narail,0,13,0.0000
Narayanganj,21,1198,1.7842
Narshingdi,0,171,0.0000
Natore,1,13,8.3333
Netrokona,0,68,0.0000
Nilphamari,0,41,0.0000
Noakhali,3,30,11.1111
Pabna,2,18,12.5000
Panchagar,0,10,0.0000
Potuakhali,0,28,0.0000
Pirojpur,1,7,16.6667
Rajbari,0,23,0.0000
Rajshahi,0,26,0.0000
Rangmati,0,4,0.0000
Rangpur,8,128,6.6667
Satkhira,0,4,0.0000
Shariatpur,0,57,0.0000
Sherpur,6,36,20.0000
Sirajganj,0,6,0.0000
Sunamganj,1,38,2.7027
Sylhet,8,36,28.5714
Tangail,0,31,0.0000
Thakurgaon,0,23,0.0000
