District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,888,0.0000
Bandarban,8,685,1.1817
Barguna,1,846,0.1183
Barishal,2,3098,0.0646
Bhola,1,653,0.1534
Bogura,0,6559,0.0000
B. Baria,18,2286,0.7937
Chandpur,7,2122,0.3310
Chapainawabganj,0,688,0.0000
Chattogram,26,16980,0.1534
Chuadanga,0,1225,0.0000
Cox's bazar,14,4015,0.3499
Comilla,38,6770,0.5645
Dhaka,1156,83958,1.3961
Dinajpur,0,2994,0.0000
Faridpur,0,6290,0.0000
Feni,0,1665,0.0000
Gaibandha,0,926,0.0000
Gazipur,0,4853,0.0000
Gopalganj,89,2320,3.9892
Hobiganj,0,1510,0.0000
Jamalpur,10,1329,0.7582
Jashore,0,3175,0.0000
Jhalokathi,3,633,0.4762
Jhenaidah,0,1604,0.0000
Joypurhat,0,913,0.0000
Khagrachari,0,626,0.0000
Khulna,0,5572,0.0000
Kishoreganj,0,2495,0.0000
Kurigram,0,782,0.0000
Kushtia,0,2718,0.0000
Laksmipur,0,1916,0.0000
Lalmonirhat,0,685,0.0000
Madaripur,7,1287,0.5469
Magura,0,777,0.0000
Manikganj,0,1150,0.0000
Moulvibazar,0,1468,0.0000
Meherpur,0,504,0.0000
Munshigonj,25,3190,0.7899
Mymensingh,15,3333,0.4521
Naogaon,0,1122,0.0000
Narail,0,1160,0.0000
Narayanganj,9,6381,0.1412
Narshingdi,0,2050,0.0000
Natore,0,827,0.0000
Netrokona,0,685,0.0000
Nilphamari,0,903,0.0000
Noakhali,3,4474,0.0671
Pabna,0,981,0.0000
Panchagarh,0,517,0.0000
Patuakhali,1,1304,0.0767
Pirojpur,1,976,0.1026
Rajbari,0,2449,0.0000
Rajshahi,0,4535,0.0000
Rangamati,0,826,0.0000
Rangpur,0,2349,0.0000
Satkhira,0,998,0.0000
Shariatpur,22,1541,1.4483
Sherpur,6,427,1.4252
Sirajganj,0,1911,0.0000
Sunamganj,0,2008,0.0000
Sylhet,0,5572,0.0000
Tangail,7,2524,0.2781
Thakurgaon,0,897,0.0000
