District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,1,1000,0.1001
Bandarban,0,787,0.0000
Barguna,1,915,0.1094
Barishal,9,3569,0.2528
Bhola,1,737,0.1359
Bogura,88,7767,1.1460
B. Baria,0,2463,0.0000
Chandpur,1,2315,0.0432
Chapainawabganj,0,781,0.0000
Chattogram,65,19248,0.3388
Chuadanga,3,1448,0.2076
Cox's bazar,10,4810,0.2083
Comilla,23,7585,0.3042
Dhaka,0,101142,0.0000
Dinajpur,0,3450,0.0000
Faridpur,0,7206,0.0000
Feni,1,1874,0.0534
Gaibandha,0,1195,0.0000
Gazipur,0,5492,0.0000
Gopalganj,0,2601,0.0000
Hobiganj,7,1765,0.3982
Jamalpur,6,1587,0.3795
Jashore,0,3952,0.0000
Jhalokathi,0,707,0.0000
Jhenaidah,5,1953,0.2567
Joypurhat,0,1097,0.0000
Khagrachari,5,688,0.7321
Khulna,17,6443,0.2646
Kishoreganj,0,2841,0.0000
Kurigram,0,915,0.0000
Kushtia,12,3311,0.3637
Laksmipur,1,2150,0.0465
Lalmonirhat,0,881,0.0000
Madaripur,0,1472,0.0000
Magura,0,915,0.0000
Manikganj,0,1503,0.0000
Moulvibazar,12,1722,0.7018
Meherpur,2,626,0.3205
Munshigonj,0,3525,0.0000
Mymensingh,4,3717,0.1077
Naogaon,3,1327,0.2266
Narail,4,1359,0.2952
Narayanganj,18,6845,0.2637
Narshingdi,0,2349,0.0000
Natore,2,1010,0.1984
Netrokona,0,721,0.0000
Nilphamari,0,1083,0.0000
Noakhali,8,4997,0.1604
Pabna,0,1151,0.0000
Panchagarh,0,630,0.0000
Patuakhali,3,1437,0.2092
Pirojpur,1,1090,0.0918
Rajbari,0,3088,0.0000
Rajshahi,11,4996,0.2207
Rangamati,1,907,0.1104
Rangpur,0,2882,0.0000
Satkhira,3,1103,0.2727
Shariatpur,0,1715,0.0000
Sherpur,0,477,0.0000
Sirajganj,9,2189,0.4128
Sunamganj,13,2360,0.5539
Sylhet,68,6984,0.9832
Tangail,0,3159,0.0000
Thakurgaon,0,1146,0.0000
