District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,989,0.0000
Bandarban,0,771,0.0000
Barguna,0,911,0.0000
Barishal,0,3491,0.0000
Bhola,0,724,0.0000
Bogura,0,7598,0.0000
B. Baria,0,2453,0.0000
Chandpur,0,2290,0.0000
Chapainawabganj,0,775,0.0000
Chattogram,0,18739,0.0000
Chuadanga,0,1423,0.0000
Cox's bazar,0,4707,0.0000
Comilla,0,7461,0.0000
Dhaka,24,99928,0.0240
Dinajpur,0,3370,0.0000
Faridpur,0,7129,0.0000
Feni,0,1848,0.0000
Gaibandha,0,1164,0.0000
Gazipur,0,5430,0.0000
Gopalganj,0,2564,0.0000
Hobiganj,6,1745,0.3450
Jamalpur,7,1538,0.4572
Jashore,0,3876,0.0000
Jhalokathi,0,699,0.0000
Jhenaidah,0,1918,0.0000
Joypurhat,0,1087,0.0000
Khagrachari,0,680,0.0000
Khulna,0,6357,0.0000
Kishoreganj,11,2790,0.3958
Kurigram,0,897,0.0000
Kushtia,0,3265,0.0000
Laksmipur,0,2128,0.0000
Lalmonirhat,0,854,0.0000
Madaripur,0,1463,0.0000
Magura,0,907,0.0000
Manikganj,0,1498,0.0000
Moulvibazar,10,1692,0.5945
Meherpur,0,611,0.0000
Munshigonj,0,3476,0.0000
Mymensingh,14,3678,0.3821
Naogaon,0,1316,0.0000
Narail,0,1331,0.0000
Narayanganj,5,6737,0.0743
Narshingdi,0,2306,0.0000
Natore,0,987,0.0000
Netrokona,2,726,0.2762
Nilphamari,0,1052,0.0000
Noakhali,0,4960,0.0000
Pabna,0,1131,0.0000
Panchagarh,0,610,0.0000
Patuakhali,0,1418,0.0000
Pirojpur,0,1075,0.0000
Rajbari,0,3046,0.0000
Rajshahi,0,4943,0.0000
Rangamati,0,894,0.0000
Rangpur,0,2802,0.0000
Satkhira,0,1095,0.0000
Shariatpur,0,1690,0.0000
Sherpur,1,467,0.2146
Sirajganj,0,2149,0.0000
Sunamganj,11,2334,0.4735
Sylhet,63,6850,0.9282
Tangail,0,3108,0.0000
Thakurgaon,0,1119,0.0000
