District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,55,977,5.9653
Bandarban,50,754,7.1023
Barguna,32,899,3.6909
Barishal,194,3394,6.0625
Bhola,33,710,4.8744
Bogura,482,7365,7.0028
B. Baria,94,2416,4.0482
Chandpur,86,2241,3.9907
Chapainawabganj,46,763,6.4156
Chattogram,846,18269,4.8557
Chuadanga,96,1388,7.4303
Cox's bazar,406,4539,9.8234
Comilla,381,7296,5.5098
Dhaka,8956,95669,10.3283
Dinajpur,132,3299,4.1680
Faridpur,390,6982,5.9163
Feni,102,1805,5.9894
Gaibandha,87,1127,8.3654
Gazipur,246,5334,4.8349
Gopalganj,148,2524,6.2290
Hobiganj,108,1708,6.7500
Jamalpur,111,1487,8.0669
Jashore,294,3747,8.5143
Jhalokathi,39,688,6.0092
Jhenaidah,160,1857,9.4284
Joypurhat,79,1057,8.0777
Khagrachari,26,667,4.0562
Khulna,378,6248,6.4395
Kishoreganj,132,2706,5.1282
Kurigram,58,885,7.0133
Kushtia,277,3156,9.6214
Laksmipur,86,2093,4.2850
Lalmonirhat,82,839,10.8322
Madaripur,58,1444,4.1847
Magura,54,887,6.4826
Manikganj,203,1461,16.1367
Moulvibazar,112,1663,7.2211
Meherpur,49,593,9.0074
Munshigonj,161,3430,4.9251
Mymensingh,189,3606,5.5312
Naogaon,82,1276,6.8677
Narail,85,1297,7.0132
Narayanganj,156,6651,2.4018
Narshingdi,117,2254,5.4750
Natore,72,948,8.2192
Netrokona,18,709,2.6049
Nilphamari,57,1015,5.9499
Noakhali,192,4885,4.0912
Pabna,69,1089,6.7647
Panchagarh,54,591,10.0559
Patuakhali,53,1383,3.9850
Pirojpur,45,1055,4.4554
Rajbari,240,2978,8.7655
Rajshahi,199,4837,4.2906
Rangamati,33,882,3.8869
Rangpur,182,2721,7.1682
Satkhira,40,1091,3.8059
Shariatpur,82,1652,5.2229
Sherpur,25,462,5.7208
Sirajganj,101,2107,5.0349
Sunamganj,170,2292,8.0113
Sylhet,629,6600,10.5342
Tangail,239,3000,8.6563
Thakurgaon,72,1064,7.2581
