District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,394,0.0000
Bandarban,0,507,0.0000
Barguna,73,511,16.6667
Barishal,0,1686,0.0000
Bhola,33,456,7.8014
Bogura,60,4180,1.4563
B. Baria,0,1509,0.0000
Chandpur,4,1461,0.2745
Chapainawabganj,0,291,0.0000
Chattogram,85,12754,0.6709
Chuadanga,0,364,0.0000
Cox's bazar,48,3121,1.5620
Cumilla,0,4167,0.0000
Dhaka,0,42033,0.0000
Dinajpur,0,675,0.0000
Faridpur,0,3593,0.0000
Feni,0,1029,0.0000
Gaibandha,0,288,0.0000
Gazipur,79,4039,1.9949
Gopalganj,0,1158,0.0000
Hobiganj,0,1055,0.0000
Jamalpur,0,768,0.0000
Jessore,0,1303,0.0000
Jhalokathi,0,242,0.0000
Jhenaidah,0,621,0.0000
Joypurhat,0,627,0.0000
Khagrachari,0,414,0.0000
Khulna,0,3513,0.0000
Kishoreganj,16,1852,0.8715
Kurigram,0,149,0.0000
Kushtia,0,1141,0.0000
Laksmipur,29,1201,2.4744
Lalmonirhat,0,126,0.0000
Madaripur,0,1039,0.0000
Magura,0,303,0.0000
Manikganj,0,784,0.0000
Moulovi Bazar,0,839,0.0000
Meherpur,0,125,0.0000
Munshigonj,0,2503,0.0000
Mymensingh,0,2052,0.0000
Naogaon,0,779,0.0000
Narail,0,509,0.0000
Narayanganj,66,5741,1.1630
Narshingdi,2,1666,0.1202
Natore,1,351,0.2857
Netrokona,0,569,0.0000
Nilphamari,0,353,0.0000
Noakhali,22,2745,0.8079
Pabna,0,671,0.0000
Panchagar,0,146,0.0000
Patuakhali,51,869,6.2347
Pirojpur,0,218,0.0000
Rajbari,0,814,0.0000
Rajshahi,0,1469,0.0000
Rangamati,16,511,3.2323
Rangpur,0,983,0.0000
Satkhira,0,487,0.0000
Shariatpur,0,843,0.0000
Sherpur,0,267,0.0000
Sirajganj,16,1059,1.5340
Sunamganj,0,1278,0.0000
Sylhet,177,3500,5.3265
Tangail,49,1189,4.2982
Thakurgaon,0,206,0.0000
