District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,11,0.0000
Bandarban,1,8,14.2857
Barguna,0,37,0.0000
Barishal,1,61,1.6667
Bhola,0,13,0.0000
Bogra,7,63,12.5000
B. Baria,0,67,0.0000
Chandpur,0,86,0.0000
Chapainawabganj,5,41,13.8889
Chattogram,160,1100,17.0213
Chuadanga,0,89,0.0000
Cox's bazar,33,232,16.5829
Cumilla,29,400,7.8167
Dhaka,1508,12386,13.8628
Dinajpur,6,73,8.9552
Faridpur,37,106,53.6232
Feni,0,90,0.0000
Gaibandha,0,26,0.0000
Gazipur,4,539,0.7477
Gopalganj,3,118,2.6087
Hobiganj,0,112,0.0000
Jamalpur,0,152,0.0000
Jessore,7,116,6.4220
Jhalokathi,0,16,0.0000
Jhenaidah,1,46,2.2222
Joypurhat,0,97,0.0000
Khagrachari,0,9,0.0000
Khulna,4,37,12.1212
Kishoreganj,2,209,0.9662
Kurigram,0,58,0.0000
Kushtia,4,36,12.5000
Laksmipur,3,104,2.9703
Lalmonirhat,1,26,4.0000
Madaripur,2,71,2.8986
Magura,0,23,0.0000
Manikganj,0,58,0.0000
Moulovi Bazar,0,39,0.0000
Meherpur,0,5,0.0000
Munshigonj,17,400,4.4386
Mymensingh,11,351,3.2353
Naogaon,8,53,17.7778
Narail,3,19,18.7500
Narayanganj,74,1582,4.9072
Narshingdi,1,175,0.5747
Natore,0,44,0.0000
Netrokona,8,120,7.1429
Nilphamari,0,53,0.0000
Noakhali,31,199,18.4524
Pabna,8,28,40.0000
Panchagar,0,20,0.0000
Potuakhali,0,29,0.0000
Pirojpur,0,7,0.0000
Rajbari,6,33,22.2222
Rajshahi,4,38,11.7647
Rangmati,17,44,62.9630
Rangpur,39,325,13.6364
Satkhira,0,30,0.0000
Shariatpur,1,74,1.3699
Sherpur,1,66,1.5385
Sirajganj,1,9,12.5000
Sunamganj,6,52,13.0435
Sylhet,0,48,0.0000
Tangail,2,43,4.8780
Thakurgaon,3,32,10.3448
