District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,26,600,4.5296
Bandarban,2,542,0.3704
Barguna,0,511,0.0000
Barishal,0,1686,0.0000
Bhola,41,528,8.4189
Bogura,74,4811,1.5622
B. Baria,14,1919,0.7349
Chandpur,32,1818,1.7917
Chapainawabganj,0,448,0.0000
Chattogram,125,14338,0.8795
Chuadanga,29,608,5.0086
Cox's bazar,23,3350,0.6913
Cumilla,52,5459,0.9617
Dhaka,0,52224,0.0000
Dinajpur,0,1308,0.0000
Faridpur,0,2444,0.0000
Feni,10,1258,0.8013
Gaibandha,0,578,0.0000
Gazipur,0,4198,0.0000
Gopalganj,0,799,0.0000
Hobiganj,0,1055,0.0000
Jamalpur,31,885,3.6300
Jessore,52,1792,2.9885
Jhalokathi,0,242,0.0000
Jhenaidah,43,922,4.8919
Joypurhat,2,710,0.2825
Khagrachari,0,515,0.0000
Khulna,53,4296,1.2491
Kishoreganj,0,1995,0.0000
Kurigram,0,377,0.0000
Kushtia,17,1545,1.1126
Laksmipur,0,1364,0.0000
Lalmonirhat,0,294,0.0000
Madaripur,0,832,0.0000
Magura,20,440,4.7619
Manikganj,0,840,0.0000
Moulovi Bazar,0,839,0.0000
Meherpur,8,172,4.8780
Munshigonj,0,3021,0.0000
Mymensingh,0,2633,0.0000
Naogaon,0,936,0.0000
Narail,32,732,4.5714
Narayanganj,0,5880,0.0000
Narshingdi,0,1926,0.0000
Natore,14,491,2.9350
Netrokona,3,626,0.4815
Nilphamari,0,600,0.0000
Noakhali,40,3129,1.2949
Pabna,0,843,0.0000
Panchagar,0,233,0.0000
Patuakhali,120,1025,13.2597
Pirojpur,0,218,0.0000
Rajbari,0,563,0.0000
Rajshahi,0,1469,0.0000
Rangamati,0,620,0.0000
Rangpur,0,1539,0.0000
Satkhira,34,726,4.9133
Shariatpur,0,668,0.0000
Sherpur,0,240,0.0000
Sirajganj,8,1392,0.5780
Sunamganj,0,1278,0.0000
Sylhet,0,3787,0.0000
Tangail,0,1594,0.0000
Thakurgaon,0,301,0.0000
