District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,995,0.0000
Bandarban,1,785,0.1276
Barguna,1,914,0.1095
Barishal,13,3552,0.3673
Bhola,3,735,0.4098
Bogura,22,7679,0.2873
B. Baria,0,2463,0.0000
Chandpur,3,2309,0.1301
Chapainawabganj,5,781,0.6443
Chattogram,71,19116,0.3728
Chuadanga,7,1441,0.4881
Cox's bazar,8,4772,0.1679
Comilla,10,7547,0.1327
Dhaka,3,101120,0.0030
Dinajpur,0,3418,0.0000
Faridpur,5,7197,0.0695
Feni,6,1871,0.3217
Gaibandha,0,1189,0.0000
Gazipur,13,5480,0.2378
Gopalganj,9,2592,0.3484
Hobiganj,5,1758,0.2852
Jamalpur,4,1573,0.2549
Jashore,12,3940,0.3055
Jhalokathi,7,706,1.0014
Jhenaidah,6,1943,0.3098
Joypurhat,0,1097,0.0000
Khagrachari,0,683,0.0000
Khulna,17,6420,0.2655
Kishoreganj,10,2833,0.3542
Kurigram,0,909,0.0000
Kushtia,4,3290,0.1217
Laksmipur,0,2141,0.0000
Lalmonirhat,0,872,0.0000
Madaripur,0,1468,0.0000
Magura,1,913,0.1096
Manikganj,0,1501,0.0000
Moulvibazar,7,1710,0.4110
Meherpur,4,618,0.6515
Munshigonj,0,3519,0.0000
Mymensingh,4,3709,0.1080
Naogaon,0,1324,0.0000
Narail,7,1351,0.5208
Narayanganj,13,6814,0.1911
Narshingdi,5,2339,0.2142
Natore,5,1008,0.4985
Netrokona,0,720,0.0000
Nilphamari,0,1078,0.0000
Noakhali,3,4982,0.0603
Pabna,10,1151,0.8764
Panchagarh,0,624,0.0000
Patuakhali,2,1432,0.1399
Pirojpur,1,1087,0.0921
Rajbari,5,3088,0.1622
Rajshahi,3,4985,0.0602
Rangamati,1,904,0.1107
Rangpur,0,2863,0.0000
Satkhira,0,1100,0.0000
Shariatpur,8,1715,0.4687
Sherpur,0,477,0.0000
Sirajganj,2,2180,0.0918
Sunamganj,2,2347,0.0853
Sylhet,32,6916,0.4648
Tangail,10,3154,0.3181
Thakurgaon,0,1130,0.0000
