District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,18,820,2.2444
Bandarban,7,649,1.0903
Barguna,0,791,0.0000
Barishal,0,2902,0.0000
Bhola,0,617,0.0000
Bogura,58,6097,0.9604
B. Baria,12,2158,0.5592
Chandpur,7,2071,0.3391
Chapainawabganj,0,619,0.0000
Chattogram,89,16304,0.5489
Chuadanga,17,1108,1.5582
Cox's bazar,17,3827,0.4462
Cumilla,50,6451,0.7811
Dhaka,0,77229,0.0000
Dinajpur,0,2617,0.0000
Faridpur,0,5972,0.0000
Feni,19,1587,1.2117
Gaibandha,0,850,0.0000
Gazipur,37,4631,0.8054
Gopalganj,0,2154,0.0000
Hobiganj,19,1416,1.3601
Jamalpur,20,1226,1.6584
Jashore,142,2670,5.6171
Jhalokathi,0,580,0.0000
Jhenaidah,33,1414,2.3896
Joypurhat,0,883,0.0000
Khagrachari,0,602,0.0000
Khulna,67,5296,1.2813
Kishoreganj,0,2341,0.0000
Kurigram,0,713,0.0000
Kushtia,38,2475,1.5593
Laksmipur,11,1809,0.6118
Lalmonirhat,0,590,0.0000
Madaripur,0,1280,0.0000
Magura,19,726,2.6874
Manikganj,0,1093,0.0000
Moulvibazar,20,1289,1.5760
Meherpur,23,407,5.9896
Munshigonj,0,3433,0.0000
Mymensingh,54,3203,1.7148
Naogaon,0,1087,0.0000
Narail,34,1077,3.2598
Narayanganj,35,6249,0.5632
Narshingdi,0,1887,0.0000
Natore,0,739,0.0000
Netrokona,3,673,0.4478
Nilphamari,0,793,0.0000
Noakhali,41,4161,0.9951
Pabna,0,916,0.0000
Panchagarh,0,456,0.0000
Patuakhali,0,1225,0.0000
Pirojpur,0,886,0.0000
Rajbari,0,2178,0.0000
Rajshahi,0,4146,0.0000
Rangamati,6,779,0.7762
Rangpur,0,2114,0.0000
Satkhira,11,923,1.2061
Shariatpur,0,1382,0.0000
Sherpur,8,400,2.0408
Sirajganj,12,1810,0.6674
Sunamganj,25,1846,1.3729
Sylhet,37,5161,0.7221
Tangail,37,2257,1.6667
Thakurgaon,0,718,0.0000
