District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,108,541,24.9423
Bandarban,0,507,0.0000
Barguna,0,511,0.0000
Barishal,0,1686,0.0000
Bhola,16,487,3.3970
Bogura,194,4505,4.5001
B. Baria,0,1509,0.0000
Chandpur,62,1632,3.9490
Chapainawabganj,98,416,30.8176
Chattogram,0,13503,0.0000
Chuadanga,65,511,14.5740
Cox's bazar,0,3158,0.0000
Cumilla,0,4167,0.0000
Dhaka,68,52178,0.1305
Dinajpur,0,675,0.0000
Faridpur,830,4423,23.1005
Feni,0,1029,0.0000
Gaibandha,0,288,0.0000
Gazipur,0,4039,0.0000
Gopalganj,216,1374,18.6528
Hobiganj,0,1055,0.0000
Jamalpur,0,768,0.0000
Jessore,203,1629,14.2356
Jhalokathi,0,242,0.0000
Jhenaidah,145,809,21.8373
Joypurhat,5,661,0.7622
Khagrachari,0,414,0.0000
Khulna,273,4010,7.3053
Kishoreganj,0,1879,0.0000
Kurigram,0,149,0.0000
Kushtia,145,1380,11.7409
Laksmipur,30,1286,2.3885
Lalmonirhat,0,126,0.0000
Madaripur,73,1112,7.0260
Magura,52,386,15.5689
Manikganj,0,840,0.0000
Moulovi Bazar,0,839,0.0000
Meherpur,14,151,10.2190
Munshigonj,0,2503,0.0000
Mymensingh,0,2052,0.0000
Naogaon,77,921,9.1232
Narail,101,625,19.2748
Narayanganj,16,5811,0.2761
Narshingdi,58,1848,3.2402
Natore,4,391,1.0336
Netrokona,0,600,0.0000
Nilphamari,0,353,0.0000
Noakhali,106,2945,3.7337
Pabna,98,822,13.5359
Panchagar,0,146,0.0000
Patuakhali,12,905,1.3438
Pirojpur,0,218,0.0000
Rajbari,257,1071,31.5725
Rajshahi,0,1469,0.0000
Rangamati,0,511,0.0000
Rangpur,0,983,0.0000
Satkhira,106,653,19.3784
Shariatpur,148,991,17.5563
Sherpur,0,267,0.0000
Sirajganj,91,1271,7.7119
Sunamganj,0,1278,0.0000
Sylhet,0,3787,0.0000
Tangail,132,1403,10.3855
Thakurgaon,0,206,0.0000
