District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,166,0.0000
Bandarban,0,266,0.0000
Barguna,42,221,23.4637
Barishal,103,1378,8.0784
Bhola,38,274,16.1017
Bogura,113,2782,4.2338
B. Baria,0,733,0.0000
Chandpur,91,842,12.1172
Chapainawabganj,7,101,7.4468
Chattogram,0,7466,0.0000
Chuadanga,0,205,0.0000
Cox's bazar,0,2350,0.0000
Cumilla,80,3074,2.6720
Dhaka,0,27359,0.0000
Dinajpur,0,563,0.0000
Faridpur,348,1827,23.5294
Feni,0,786,0.0000
Gaibandha,0,236,0.0000
Gazipur,0,3270,0.0000
Gopalganj,88,609,16.8906
Hobiganj,309,585,111.9565
Jamalpur,0,542,0.0000
Jessore,0,514,0.0000
Jhalokathi,27,193,16.2651
Jhenaidah,0,165,0.0000
Joypurhat,42,366,12.9630
Khagrachari,0,188,0.0000
Khulna,0,1551,0.0000
Kishoreganj,0,1083,0.0000
Kurigram,0,130,0.0000
Kushtia,0,535,0.0000
Laksmipur,37,795,4.8813
Lalmonirhat,0,76,0.0000
Madaripur,58,666,9.5395
Magura,0,97,0.0000
Manikganj,0,568,0.0000
Moulovi Bazar,149,414,56.2264
Meherpur,0,59,0.0000
Munshigonj,0,1944,0.0000
Mymensingh,0,1613,0.0000
Naogaon,124,451,37.9205
Narail,0,153,0.0000
Narayanganj,96,5021,1.9492
Narshingdi,0,1280,0.0000
Natore,3,158,1.9355
Netrokona,0,457,0.0000
Nilphamari,0,327,0.0000
Noakhali,76,2047,3.8559
Pabna,18,446,4.2056
Panchagar,0,132,0.0000
Patuakhali,50,366,15.8228
Pirojpur,0,155,0.0000
Rajbari,146,389,60.0823
Rajshahi,97,571,20.4641
Rangamati,0,223,0.0000
Rangpur,0,835,0.0000
Satkhira,0,159,0.0000
Shariatpur,59,472,14.2857
Sherpur,0,235,0.0000
Sirajganj,22,383,6.0942
Sunamganj,171,959,21.7005
Sylhet,306,2250,15.7407
Tangail,0,528,0.0000
Thakurgaon,0,196,0.0000
