District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,1014,0.0000
Bandarban,1,811,0.1235
Barguna,7,949,0.7431
Barishal,32,3976,0.8114
Bhola,5,819,0.6143
Bogura,0,8198,0.0000
B. Baria,0,2517,0.0000
Chandpur,7,2444,0.2872
Chapainawabganj,0,796,0.0000
Chattogram,157,21797,0.7255
Chuadanga,2,1528,0.1311
Cox's bazar,30,5244,0.5754
Comilla,37,8083,0.4599
Dhaka,664,127285,0.5244
Dinajpur,14,3745,0.3752
Faridpur,0,7548,0.0000
Feni,2,1987,0.1008
Gaibandha,4,1237,0.3244
Gazipur,21,5841,0.3608
Gopalganj,5,2711,0.1848
Hobiganj,0,1845,0.0000
Jamalpur,3,1677,0.1792
Jashore,9,4150,0.2173
Jhalokathi,5,745,0.6757
Jhenaidah,2,2103,0.0952
Joypurhat,0,1154,0.0000
Khagrachari,0,716,0.0000
Khulna,15,6706,0.2242
Kishoreganj,22,3093,0.7164
Kurigram,2,943,0.2125
Kushtia,6,3466,0.1734
Laksmipur,2,2201,0.0910
Lalmonirhat,0,903,0.0000
Madaripur,4,1504,0.2667
Magura,5,962,0.5225
Manikganj,0,1591,0.0000
Moulvibazar,0,1802,0.0000
Meherpur,6,680,0.8902
Munshigonj,18,3783,0.4781
Mymensingh,5,3901,0.1283
Naogaon,0,1371,0.0000
Narail,3,1436,0.2094
Narayanganj,27,7256,0.3735
Narshingdi,2,2496,0.0802
Natore,0,1073,0.0000
Netrokona,6,758,0.7979
Nilphamari,2,1169,0.1714
Noakhali,11,5135,0.2147
Pabna,0,1237,0.0000
Panchagarh,2,693,0.2894
Patuakhali,8,1556,0.5168
Pirojpur,5,1116,0.4500
Rajbari,0,3188,0.0000
Rajshahi,0,5220,0.0000
Rangamati,0,938,0.0000
Rangpur,8,3152,0.2545
Satkhira,0,1117,0.0000
Shariatpur,0,1788,0.0000
Sherpur,0,508,0.0000
Sirajganj,0,2280,0.0000
Sunamganj,0,2416,0.0000
Sylhet,0,7804,0.0000
Tangail,0,3353,0.0000
Thakurgaon,4,1262,0.3180
