District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,13,787,1.6796
Bandarban,6,627,0.9662
Barguna,5,758,0.6640
Barishal,12,2818,0.4277
Bhola,2,606,0.3311
Bogura,68,5742,1.1984
B. Baria,8,2096,0.3831
Chandpur,8,1993,0.4030
Chapainawabganj,19,588,3.3392
Chattogram,34,15809,0.2155
Chuadanga,10,997,1.0132
Cox's bazar,13,3707,0.3519
Cumilla,52,6193,0.8468
Dhaka,325,74675,0.4371
Dinajpur,0,2457,0.0000
Faridpur,0,5350,0.0000
Feni,0,1509,0.0000
Gaibandha,9,804,1.1321
Gazipur,50,4511,1.1208
Gopalganj,0,1969,0.0000
Hobiganj,46,1372,3.4691
Jamalpur,30,1170,2.6316
Jashore,14,2413,0.5836
Jhalokathi,0,548,0.0000
Jhenaidah,36,1339,2.7629
Joypurhat,20,857,2.3895
Khagrachari,0,585,0.0000
Khulna,40,5079,0.7938
Kishoreganj,0,2187,0.0000
Kurigram,13,657,2.0186
Kushtia,16,2267,0.7108
Laksmipur,0,1728,0.0000
Lalmonirhat,9,536,1.7078
Madaripur,0,1246,0.0000
Magura,29,669,4.5312
Manikganj,0,947,0.0000
Moulvibazar,14,1220,1.1609
Meherpur,13,353,3.8235
Munshigonj,0,3269,0.0000
Mymensingh,0,3078,0.0000
Naogaon,24,1052,2.3346
Narail,38,1023,3.8579
Narayanganj,51,6146,0.8368
Narshingdi,0,1825,0.0000
Natore,0,667,0.0000
Netrokona,0,661,0.0000
Nilphamari,0,758,0.0000
Noakhali,6,3942,0.1524
Pabna,0,897,0.0000
Panchagarh,0,444,0.0000
Patuakhali,14,1183,1.1976
Pirojpur,0,856,0.0000
Rajbari,0,1678,0.0000
Rajshahi,46,4017,1.1584
Rangamati,10,737,1.3755
Rangpur,30,2040,1.4925
Satkhira,7,891,0.7919
Shariatpur,0,1397,0.0000
Sherpur,0,372,0.0000
Sirajganj,16,1727,0.9351
Sunamganj,54,1748,3.1877
Sylhet,135,4959,2.7985
Tangail,130,2069,6.7045
Thakurgaon,30,647,4.8622
