District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,2,5,66.6667
Bandarban,1,5,25.0000
Barguna,0,37,0.0000
Barishal,1,56,1.8182
Bhola,0,10,0.0000
Bogra,0,18,0.0000
B. Baria,1,58,1.7544
Chandpur,0,56,0.0000
Chapainawabganj,1,15,7.1429
Chattogram,48,314,18.0451
Chuadanga,5,30,20.0000
Cox's bazar,12,107,12.6316
Cumilla,4,186,2.1978
Dhaka,413,7922,5.5001
Dinajpur,1,43,2.3810
Faridpur,1,32,3.2258
Feni,4,13,44.4444
Gaibandha,0,25,0.0000
Gazipur,9,347,2.6627
Gopalganj,4,62,6.8966
Hobiganj,7,81,9.4595
Jamalpur,0,110,0.0000
Jessore,5,84,6.3291
Jhalokathi,0,13,0.0000
Jhenaidah,1,41,2.5000
Joypurhat,8,55,17.0213
Khagrachari,0,3,0.0000
Khulna,0,22,0.0000
Kishoreganj,0,205,0.0000
Kurigram,1,36,2.8571
Kushtia,0,23,0.0000
Laksmipur,15,74,25.4237
Lalmonirhat,2,15,15.3846
Madaripur,0,57,0.0000
Magura,4,18,28.5714
Manikganj,0,29,0.0000
Moulovi Bazar,0,36,0.0000
Meherpur,0,5,0.0000
Munshigonj,1,217,0.4630
Mymensingh,13,246,5.5794
Naogaon,0,33,0.0000
Narail,0,14,0.0000
Narayanganj,43,1286,3.4594
Narshingdi,0,172,0.0000
Natore,0,13,0.0000
Netrokona,11,81,15.7143
Nilphamari,2,43,4.8780
Noakhali,11,59,22.9167
Pabna,0,18,0.0000
Panchagar,0,10,0.0000
Potuakhali,0,29,0.0000
Pirojpur,0,7,0.0000
Rajbari,0,23,0.0000
Rajshahi,0,27,0.0000
Rangmati,0,4,0.0000
Rangpur,9,143,6.7164
Satkhira,0,4,0.0000
Shariatpur,0,60,0.0000
Sherpur,0,39,0.0000
Sirajganj,0,6,0.0000
Sunamganj,5,43,13.1579
Sylhet,3,39,8.3333
Tangail,1,32,3.2258
Thakurgaon,1,24,4.3478
