District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,15,742,2.0633
Bandarban,1,611,0.1639
Barguna,0,715,0.0000
Barishal,0,2691,0.0000
Bhola,0,590,0.0000
Bogura,67,5515,1.2298
B. Baria,4,2054,0.1951
Chandpur,1,1952,0.0513
Chapainawabganj,19,568,3.4608
Chattogram,66,15557,0.4261
Chuadanga,51,942,5.7239
Cox's bazar,6,3647,0.1648
Cumilla,75,6058,1.2536
Dhaka,26,72837,0.0357
Dinajpur,53,2290,2.3692
Faridpur,0,5350,0.0000
Feni,22,1480,1.5089
Gaibandha,10,769,1.3175
Gazipur,36,4461,0.8136
Gopalganj,30,1969,1.5472
Hobiganj,0,1296,0.0000
Jamalpur,52,1120,4.8689
Jashore,10,2397,0.4189
Jhalokathi,0,538,0.0000
Jhenaidah,56,1260,4.6512
Joypurhat,10,830,1.2195
Khagrachari,12,576,2.1277
Khulna,508,4928,11.4932
Kishoreganj,9,2187,0.4132
Kurigram,8,621,1.3051
Kushtia,0,2193,0.0000
Laksmipur,35,1696,2.1072
Lalmonirhat,7,508,1.3972
Madaripur,0,1246,0.0000
Magura,0,631,0.0000
Manikganj,0,947,0.0000
Moulvibazar,0,1155,0.0000
Meherpur,28,313,9.8246
Munshigonj,8,3269,0.2453
Mymensingh,51,3021,1.7172
Naogaon,24,1026,2.3952
Narail,0,968,0.0000
Narayanganj,34,6095,0.5610
Narshingdi,0,1825,0.0000
Natore,38,667,6.0413
Netrokona,9,659,1.3846
Nilphamari,10,732,1.3850
Noakhali,51,3777,1.3688
Pabna,16,896,1.8182
Panchagarh,8,430,1.8957
Patuakhali,0,1122,0.0000
Pirojpur,0,817,0.0000
Rajbari,88,1678,5.5346
Rajshahi,77,3823,2.0555
Rangamati,14,714,2.0000
Rangpur,20,1956,1.0331
Satkhira,0,845,0.0000
Shariatpur,0,1397,0.0000
Sherpur,17,355,5.0296
Sirajganj,25,1673,1.5170
Sunamganj,0,1673,0.0000
Sylhet,0,4793,0.0000
Tangail,0,1939,0.0000
Thakurgaon,17,569,3.0797
