District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,1,18,5.8824
Bandarban,4,26,18.1818
Barguna,0,44,0.0000
Barishal,0,68,0.0000
Bhola,9,23,64.2857
Bogura,0,196,0.0000
B. Baria,1,116,0.8696
Chandpur,2,109,1.8692
Chapainawabganj,3,52,6.1224
Chattogram,190,2138,9.7536
Chuadanga,0,88,0.0000
Cox's bazar,38,508,8.0851
Cumilla,73,753,10.7353
Dhaka,577,16203,3.6926
Dinajpur,1,116,0.8696
Faridpur,25,172,17.0068
Feni,13,109,13.5417
Gaibandha,4,40,11.1111
Gazipur,11,629,1.7799
Gopalganj,3,168,1.8182
Hobiganj,0,165,0.0000
Jamalpur,0,206,0.0000
Jessore,0,144,0.0000
Jhalokathi,0,27,0.0000
Jhenaidah,0,48,0.0000
Joypurhat,0,135,0.0000
Khagrachari,0,35,0.0000
Khulna,6,73,8.9552
Kishoreganj,2,233,0.8658
Kurigram,0,64,0.0000
Kushtia,4,43,10.2564
Laksmipur,36,140,34.6154
Lalmonirhat,1,36,2.8571
Madaripur,8,115,7.4766
Magura,1,25,4.1667
Manikganj,1,133,0.7576
Moulovi Bazar,0,103,0.0000
Meherpur,1,13,8.3333
Munshigonj,3,658,0.4580
Mymensingh,15,424,3.6675
Naogaon,0,102,0.0000
Narail,0,26,0.0000
Narayanganj,27,1944,1.4085
Narshingdi,1,176,0.5714
Natore,2,53,3.9216
Netrokona,1,211,0.4762
Nilphamari,0,90,0.0000
Noakhali,61,478,14.6283
Pabna,1,38,2.7027
Panchagar,0,40,0.0000
Potuakhali,4,40,11.1111
Pirojpur,0,23,0.0000
Rajbari,2,68,3.0303
Rajshahi,1,57,1.7857
Rangmati,2,65,3.1746
Rangpur,15,409,3.8071
Satkhira,3,43,7.5000
Shariatpur,30,119,33.7079
Sherpur,3,86,3.6145
Sirajganj,1,18,5.8824
Sunamganj,6,103,6.1856
Sylhet,60,292,25.8621
Tangail,1,52,1.9608
Thakurgaon,0,61,0.0000
