District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,88,288,44.0000
Bandarban,0,328,0.0000
Barguna,14,383,3.7940
Barishal,0,1686,0.0000
Bhola,0,376,0.0000
Bogura,0,3608,0.0000
B. Baria,0,1505,0.0000
Chandpur,34,1285,2.7178
Chapainawabganj,0,157,0.0000
Chattogram,0,10242,0.0000
Chuadanga,39,278,16.3180
Cox's bazar,0,2687,0.0000
Cumilla,0,4167,0.0000
Dhaka,0,7498,0.0000
Dinajpur,0,675,0.0000
Faridpur,0,2444,0.0000
Feni,0,1004,0.0000
Gaibandha,0,288,0.0000
Gazipur,151,3864,4.0668
Gopalganj,0,799,0.0000
Hobiganj,0,899,0.0000
Jamalpur,0,648,0.0000
Jessore,236,984,31.5508
Jhalokathi,0,242,0.0000
Jhenaidah,138,415,49.8195
Joypurhat,0,516,0.0000
Khagrachari,0,237,0.0000
Khulna,595,3030,24.4353
Kishoreganj,22,1739,1.2813
Kurigram,0,149,0.0000
Kushtia,230,938,32.4859
Laksmipur,21,1089,1.9663
Lalmonirhat,0,126,0.0000
Madaripur,0,832,0.0000
Magura,22,191,13.0178
Manikganj,0,716,0.0000
Moulovi Bazar,0,657,0.0000
Meherpur,5,97,5.4348
Munshigonj,0,2496,0.0000
Mymensingh,0,2052,0.0000
Naogaon,0,626,0.0000
Narail,84,361,30.3249
Narayanganj,0,5562,0.0000
Narshingdi,0,1592,0.0000
Natore,0,264,0.0000
Netrokona,0,551,0.0000
Nilphamari,0,353,0.0000
Noakhali,2351,2541,1237.3684
Pabna,0,599,0.0000
Panchagar,0,146,0.0000
Patuakhali,37,676,5.7903
Pirojpur,0,218,0.0000
Rajbari,0,563,0.0000
Rajshahi,0,1469,0.0000
Rangamati,0,409,0.0000
Rangpur,0,983,0.0000
Satkhira,134,334,67.0000
Shariatpur,0,668,0.0000
Sherpur,0,264,0.0000
Sirajganj,0,786,0.0000
Sunamganj,0,1170,0.0000
Sylhet,0,3070,0.0000
Tangail,0,915,0.0000
Thakurgaon,0,206,0.0000
