District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,166,0.0000
Bandarban,0,312,0.0000
Barguna,0,246,0.0000
Barishal,0,1557,0.0000
Bhola,0,303,0.0000
Bogura,281,3199,9.6299
B. Baria,0,733,0.0000
Chandpur,84,1003,9.1404
Chapainawabganj,0,101,0.0000
Chattogram,0,8035,0.0000
Chuadanga,0,212,0.0000
Cox's bazar,0,2506,0.0000
Cumilla,0,3670,0.0000
Dhaka,0,27609,0.0000
Dinajpur,112,675,19.8934
Faridpur,0,2047,0.0000
Feni,0,786,0.0000
Gaibandha,52,288,22.0339
Gazipur,0,3270,0.0000
Gopalganj,0,684,0.0000
Hobiganj,0,605,0.0000
Jamalpur,0,542,0.0000
Jessore,0,555,0.0000
Jhalokathi,0,193,0.0000
Jhenaidah,0,165,0.0000
Joypurhat,63,429,17.2131
Khagrachari,0,237,0.0000
Khulna,0,1786,0.0000
Kishoreganj,0,1083,0.0000
Kurigram,19,149,14.6154
Kushtia,0,535,0.0000
Laksmipur,43,929,4.8533
Lalmonirhat,50,126,65.7895
Madaripur,0,738,0.0000
Magura,0,97,0.0000
Manikganj,27,603,4.6875
Moulovi Bazar,0,414,0.0000
Meherpur,0,59,0.0000
Munshigonj,0,1944,0.0000
Mymensingh,0,1889,0.0000
Naogaon,88,540,19.4690
Narail,0,153,0.0000
Narayanganj,0,5148,0.0000
Narshingdi,0,1280,0.0000
Natore,48,215,28.7425
Netrokona,0,534,0.0000
Nilphamari,26,353,7.9511
Noakhali,50,2239,2.2841
Pabna,1,448,0.2237
Panchagar,14,146,10.6061
Patuakhali,0,431,0.0000
Pirojpur,0,214,0.0000
Rajbari,0,457,0.0000
Rajshahi,300,910,49.1803
Rangamati,0,256,0.0000
Rangpur,148,983,17.7246
Satkhira,0,159,0.0000
Shariatpur,0,581,0.0000
Sherpur,2,249,0.8097
Sirajganj,92,531,20.9567
Sunamganj,0,959,0.0000
Sylhet,0,2550,0.0000
Tangail,41,669,6.5287
Thakurgaon,10,206,5.1020
