District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,2,8,33.3333
Bandarban,1,6,20.0000
Barguna,0,37,0.0000
Barishal,0,60,0.0000
Bhola,1,12,9.0909
Bogra,16,45,55.1724
B. Baria,7,67,11.6667
Chandpur,2,81,2.5316
Chapainawabganj,0,15,0.0000
Chattogram,76,695,12.2779
Chuadanga,8,87,10.1266
Cox's bazar,24,185,14.9068
Cumilla,20,298,7.1942
Dhaka,665,9855,7.2361
Dinajpur,3,56,5.6604
Faridpur,1,56,1.8182
Feni,28,76,58.3333
Gaibandha,0,26,0.0000
Gazipur,18,527,3.5363
Gopalganj,1,83,1.2195
Hobiganj,12,112,12.0000
Jamalpur,2,120,1.6949
Jessore,2,108,1.8868
Jhalokathi,2,16,14.2857
Jhenaidah,0,44,0.0000
Joypurhat,0,69,0.0000
Khagrachari,0,7,0.0000
Khulna,4,27,17.3913
Kishoreganj,1,207,0.4854
Kurigram,12,54,28.5714
Kushtia,2,27,8.0000
Laksmipur,1,89,1.1364
Lalmonirhat,1,23,4.5455
Madaripur,2,63,3.2787
Magura,0,23,0.0000
Manikganj,9,38,31.0345
Moulovi Bazar,2,39,5.4054
Meherpur,0,5,0.0000
Munshigonj,32,329,10.7744
Mymensingh,11,295,3.8732
Naogaon,0,45,0.0000
Narail,1,16,6.6667
Narayanganj,37,1463,2.5947
Narshingdi,1,174,0.5780
Natore,0,14,0.0000
Netrokona,17,108,18.6813
Nilphamari,2,52,4.0000
Noakhali,10,113,9.7087
Pabna,1,19,5.5556
Panchagar,0,15,0.0000
Potuakhali,0,29,0.0000
Pirojpur,0,7,0.0000
Rajbari,0,27,0.0000
Rajshahi,1,32,3.2258
Rangmati,1,27,3.8462
Rangpur,59,272,27.6995
Satkhira,1,6,20.0000
Shariatpur,4,71,5.9701
Sherpur,1,42,2.4390
Sirajganj,0,7,0.0000
Sunamganj,2,46,4.5455
Sylhet,8,48,20.0000
Tangail,5,40,14.2857
Thakurgaon,0,27,0.0000
