District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,200,0.0000
Bandarban,0,312,0.0000
Barguna,8,353,2.3188
Barishal,0,1686,0.0000
Bhola,5,362,1.4006
Bogura,0,3307,0.0000
B. Baria,0,1178,0.0000
Chandpur,0,1187,0.0000
Chapainawabganj,0,101,0.0000
Chattogram,0,9888,0.0000
Chuadanga,0,239,0.0000
Cox's bazar,0,2613,0.0000
Cumilla,142,4167,3.5280
Dhaka,6,27900,0.0215
Dinajpur,0,675,0.0000
Faridpur,0,2444,0.0000
Feni,0,892,0.0000
Gaibandha,0,288,0.0000
Gazipur,0,3713,0.0000
Gopalganj,0,799,0.0000
Hobiganj,0,758,0.0000
Jamalpur,0,648,0.0000
Jessore,0,748,0.0000
Jhalokathi,0,242,0.0000
Jhenaidah,0,277,0.0000
Joypurhat,0,454,0.0000
Khagrachari,0,237,0.0000
Khulna,0,2435,0.0000
Kishoreganj,31,1677,1.8834
Kurigram,0,149,0.0000
Kushtia,0,708,0.0000
Laksmipur,0,976,0.0000
Lalmonirhat,0,126,0.0000
Madaripur,0,832,0.0000
Magura,0,169,0.0000
Manikganj,0,631,0.0000
Moulovi Bazar,0,414,0.0000
Meherpur,0,92,0.0000
Munshigonj,147,2353,6.6636
Mymensingh,163,2052,8.6289
Naogaon,0,559,0.0000
Narail,0,277,0.0000
Narayanganj,0,5424,0.0000
Narshingdi,51,1546,3.4114
Natore,0,244,0.0000
Netrokona,0,544,0.0000
Nilphamari,0,353,0.0000
Noakhali,0,2362,0.0000
Pabna,0,474,0.0000
Panchagar,0,146,0.0000
Patuakhali,7,579,1.2238
Pirojpur,0,218,0.0000
Rajbari,0,563,0.0000
Rajshahi,0,1085,0.0000
Rangamati,0,385,0.0000
Rangpur,0,983,0.0000
Satkhira,0,200,0.0000
Shariatpur,0,668,0.0000
Sherpur,0,254,0.0000
Sirajganj,0,627,0.0000
Sunamganj,0,1062,0.0000
Sylhet,158,2967,5.6248
Tangail,83,852,10.7932
Thakurgaon,0,206,0.0000
