District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,774,0.0000
Bandarban,10,621,1.6367
Barguna,38,753,5.3147
Barishal,115,2806,4.2735
Bhola,14,604,2.3729
Bogura,87,5674,1.5572
B. Baria,34,2088,1.6553
Chandpur,33,1985,1.6906
Chapainawabganj,0,569,0.0000
Chattogram,218,15775,1.4013
Chuadanga,45,987,4.7771
Cox's bazar,47,3694,1.2887
Cumilla,83,6141,1.3701
Dhaka,1513,74350,2.0772
Dinajpur,20047,22406,849.8092
Faridpur,0,5350,0.0000
Feni,29,1509,1.9595
Gaibandha,13,795,1.6624
Gazipur,0,4461,0.0000
Gopalganj,0,1969,0.0000
Hobiganj,0,1326,0.0000
Jamalpur,20,1140,1.7857
Jashore,1,2399,0.0417
Jhalokathi,10,548,1.8587
Jhenaidah,25,1303,1.9562
Joypurhat,2,837,0.2395
Khagrachari,9,585,1.5625
Khulna,47,5039,0.9415
Kishoreganj,0,2187,0.0000
Kurigram,16,644,2.5478
Kushtia,45,2251,2.0399
Laksmipur,32,1728,1.8868
Lalmonirhat,12,527,2.3301
Madaripur,0,1246,0.0000
Magura,0,640,0.0000
Manikganj,0,947,0.0000
Moulvibazar,0,1206,0.0000
Meherpur,17,340,5.2632
Munshigonj,0,3269,0.0000
Mymensingh,57,3078,1.8868
Naogaon,2,1028,0.1949
Narail,2,985,0.2035
Narayanganj,0,6095,0.0000
Narshingdi,0,1825,0.0000
Natore,0,667,0.0000
Netrokona,2,661,0.3035
Nilphamari,32,778,4.2895
Noakhali,159,3936,4.2097
Pabna,0,897,0.0000
Panchagarh,8,444,1.8349
Patuakhali,47,1169,4.1889
Pirojpur,39,856,4.7736
Rajbari,0,1678,0.0000
Rajshahi,61,3971,1.5601
Rangamati,13,727,1.8207
Rangpur,31,2010,1.5664
Satkhira,36,884,4.2453
Shariatpur,0,1397,0.0000
Sherpur,17,372,4.7887
Sirajganj,25,1711,1.4828
Sunamganj,0,1694,0.0000
Sylhet,0,4824,0.0000
Tangail,0,1939,0.0000
Thakurgaon,21,617,3.5235
