District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,1,60,1.6949
Bandarban,2,51,4.0816
Barguna,0,81,0.0000
Barishal,2,185,1.0929
Bhola,7,80,9.5890
Bogura,0,269,0.0000
B. Baria,1,196,0.5128
Chandpur,1,256,0.3922
Chapainawabganj,0,66,0.0000
Chattogram,37,3151,1.1882
Chuadanga,9,120,8.1081
Cox's bazar,32,1001,3.3024
Cumilla,2,1208,0.1658
Dhaka,456,22712,2.0489
Dinajpur,0,182,0.0000
Faridpur,29,454,6.8235
Feni,0,290,0.0000
Gaibandha,3,72,4.3478
Gazipur,4,1169,0.3433
Gopalganj,17,332,5.3968
Hobiganj,0,175,0.0000
Jamalpur,15,321,4.9020
Jessore,11,177,6.6265
Jhalokathi,1,42,2.4390
Jhenaidah,5,64,8.4746
Joypurhat,0,183,0.0000
Khagrachari,0,47,0.0000
Khulna,28,215,14.9733
Kishoreganj,22,382,6.1111
Kurigram,0,75,0.0000
Kushtia,9,142,6.7669
Laksmipur,0,144,0.0000
Lalmonirhat,0,43,0.0000
Madaripur,0,224,0.0000
Magura,2,46,4.5455
Manikganj,0,167,0.0000
Moulovi Bazar,0,116,0.0000
Meherpur,3,35,9.3750
Munshigonj,70,1200,6.1947
Mymensingh,48,664,7.7922
Naogaon,0,212,0.0000
Narail,1,36,2.8571
Narayanganj,71,2753,2.6473
Narshingdi,1,195,0.5155
Natore,0,67,0.0000
Netrokona,4,279,1.4545
Nilphamari,0,138,0.0000
Noakhali,0,865,0.0000
Pabna,1,119,0.8475
Panchagar,0,52,0.0000
Potuakhali,1,90,1.1236
Pirojpur,1,41,2.5000
Rajbari,0,101,0.0000
Rajshahi,1,83,1.2195
Rangmati,0,68,0.0000
Rangpur,14,530,2.7132
Satkhira,0,54,0.0000
Shariatpur,0,157,0.0000
Sherpur,0,127,0.0000
Sirajganj,0,43,0.0000
Sunamganj,34,251,15.6682
Sylhet,0,676,0.0000
Tangail,1,56,1.8182
Thakurgaon,0,74,0.0000
