District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,17,0.0000
Bandarban,0,22,0.0000
Barguna,0,44,0.0000
Barishal,0,68,0.0000
Bhola,0,14,0.0000
Bogura,0,196,0.0000
B. Baria,1,101,1.0000
Chandpur,3,107,2.8846
Chapainawabganj,0,46,0.0000
Chattogram,121,1910,6.7636
Chuadanga,1,88,1.1494
Cox's bazar,25,435,6.0976
Cumilla,70,637,12.3457
Dhaka,282,14974,1.9194
Dinajpur,3,115,2.6786
Faridpur,12,147,8.8889
Feni,3,96,3.2258
Gaibandha,0,35,0.0000
Gazipur,18,609,3.0457
Gopalganj,22,165,15.3846
Hobiganj,0,161,0.0000
Jamalpur,13,206,6.7358
Jessore,1,142,0.7092
Jhalokathi,1,27,3.8462
Jhenaidah,0,48,0.0000
Joypurhat,0,135,0.0000
Khagrachari,0,26,0.0000
Khulna,8,64,14.2857
Kishoreganj,0,231,0.0000
Kurigram,0,64,0.0000
Kushtia,0,39,0.0000
Laksmipur,0,104,0.0000
Lalmonirhat,0,31,0.0000
Madaripur,5,107,4.9020
Magura,1,24,4.3478
Manikganj,0,130,0.0000
Moulovi Bazar,0,94,0.0000
Meherpur,0,12,0.0000
Munshigonj,54,655,8.9850
Mymensingh,1,400,0.2506
Naogaon,0,102,0.0000
Narail,0,25,0.0000
Narayanganj,79,1916,4.3005
Narshingdi,0,175,0.0000
Natore,1,51,2.0000
Netrokona,0,206,0.0000
Nilphamari,8,90,9.7561
Noakhali,39,417,10.3175
Pabna,0,37,0.0000
Panchagar,0,40,0.0000
Potuakhali,0,36,0.0000
Pirojpur,0,22,0.0000
Rajbari,1,66,1.5385
Rajshahi,1,54,1.8868
Rangmati,1,63,1.6129
Rangpur,6,386,1.5789
Satkhira,1,38,2.7027
Shariatpur,5,89,5.9524
Sherpur,0,81,0.0000
Sirajganj,1,16,6.6667
Sunamganj,13,97,15.4762
Sylhet,0,213,0.0000
Tangail,0,51,0.0000
Thakurgaon,2,61,3.3898
