District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,18,86,26.4706
Bandarban,0,71,0.0000
Barguna,0,87,0.0000
Barishal,0,211,0.0000
Bhola,0,90,0.0000
Bogura,0,269,0.0000
B. Baria,0,245,0.0000
Chandpur,55,369,17.5159
Chapainawabganj,0,67,0.0000
Chattogram,86,3562,2.4741
Chuadanga,3,136,2.2556
Cox's bazar,41,1301,3.2540
Cumilla,3,1519,0.1979
Dhaka,522,25367,2.1010
Dinajpur,1,184,0.5464
Faridpur,102,695,17.2007
Feni,38,448,9.2683
Gaibandha,5,99,5.3191
Gazipur,17,1258,1.3699
Gopalganj,19,388,5.1491
Hobiganj,1,177,0.5682
Jamalpur,0,355,0.0000
Jessore,21,240,9.5890
Jhalokathi,0,52,0.0000
Jhenaidah,11,87,14.4737
Joypurhat,0,183,0.0000
Khagrachari,23,80,40.3509
Khulna,42,361,13.1661
Kishoreganj,45,533,9.2213
Kurigram,2,88,2.3256
Kushtia,2,228,0.8850
Laksmipur,0,145,0.0000
Lalmonirhat,3,51,6.2500
Madaripur,59,371,18.9103
Magura,3,63,5.0000
Manikganj,0,168,0.0000
Moulovi Bazar,0,116,0.0000
Meherpur,0,38,0.0000
Munshigonj,40,1498,2.7435
Mymensingh,23,840,2.8152
Naogaon,1,213,0.4717
Narail,6,65,10.1695
Narayanganj,7,2926,0.2398
Narshingdi,11,216,5.3659
Natore,0,74,0.0000
Netrokona,3,302,1.0033
Nilphamari,0,138,0.0000
Noakhali,27,997,2.7835
Pabna,0,164,0.0000
Panchagar,0,52,0.0000
Potuakhali,0,121,0.0000
Pirojpur,0,46,0.0000
Rajbari,5,121,4.3103
Rajshahi,0,89,0.0000
Rangmati,8,85,10.3896
Rangpur,19,619,3.1667
Satkhira,4,67,6.3492
Shariatpur,0,180,0.0000
Sherpur,0,162,0.0000
Sirajganj,0,45,0.0000
Sunamganj,14,382,3.8043
Sylhet,0,676,0.0000
Tangail,1,59,1.7241
Thakurgaon,0,74,0.0000
