District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,3,876,0.3436
Bandarban,2,672,0.2985
Barguna,10,829,1.2210
Barishal,35,3045,1.1628
Bhola,1,646,0.1550
Bogura,61,6513,0.9454
B. Baria,18,2268,0.8000
Chandpur,6,2110,0.2852
Chapainawabganj,23,688,3.4586
Chattogram,104,16866,0.6205
Chuadanga,0,1188,0.0000
Cox's bazar,17,3973,0.4297
Comilla,30,6708,0.4492
Dhaka,17,82430,0.0206
Dinajpur,0,2916,0.0000
Faridpur,0,6290,0.0000
Feni,4,1658,0.2418
Gaibandha,0,913,0.0000
Gazipur,29,4827,0.6044
Gopalganj,0,2231,0.0000
Hobiganj,0,1503,0.0000
Jamalpur,19,1308,1.4740
Jashore,75,3140,2.4470
Jhalokathi,16,627,2.6187
Jhenaidah,22,1584,1.4085
Joypurhat,3,911,0.3304
Khagrachari,0,619,0.0000
Khulna,30,5536,0.5449
Kishoreganj,6,2484,0.2421
Kurigram,0,769,0.0000
Kushtia,64,2668,2.4578
Laksmipur,12,1904,0.6342
Lalmonirhat,0,671,0.0000
Madaripur,0,1280,0.0000
Magura,0,766,0.0000
Manikganj,50,1150,4.5455
Moulvibazar,0,1451,0.0000
Meherpur,10,500,2.0408
Munshigonj,29,3527,0.8290
Mymensingh,9,3295,0.2739
Naogaon,0,1122,0.0000
Narail,3,1133,0.2655
Narayanganj,16,6358,0.2523
Narshingdi,0,2050,0.0000
Natore,0,827,0.0000
Netrokona,1,681,0.1471
Nilphamari,0,880,0.0000
Noakhali,52,4446,1.1834
Pabna,0,981,0.0000
Panchagarh,0,509,0.0000
Patuakhali,5,1279,0.3925
Pirojpur,7,957,0.7368
Rajbari,0,2449,0.0000
Rajshahi,36,4514,0.8039
Rangamati,9,813,1.1194
Rangpur,0,2310,0.0000
Satkhira,6,990,0.6098
Shariatpur,18,1454,1.2535
Sherpur,1,416,0.2410
Sirajganj,17,1899,0.9033
Sunamganj,0,1983,0.0000
Sylhet,0,5524,0.0000
Tangail,43,2491,1.7565
Thakurgaon,0,867,0.0000
