District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,0,46,0.0000
Bandarban,0,41,0.0000
Barguna,1,81,1.2500
Barishal,1,181,0.5556
Bhola,7,65,12.0690
Bogura,1,269,0.3731
B. Baria,38,159,31.4050
Chandpur,5,243,2.1008
Chapainawabganj,0,64,0.0000
Chattogram,0,2875,0.0000
Chuadanga,0,105,0.0000
Cox's bazar,0,969,0.0000
Cumilla,16,1189,1.3640
Dhaka,587,21294,2.8348
Dinajpur,0,182,0.0000
Faridpur,42,348,13.7255
Feni,0,257,0.0000
Gaibandha,0,60,0.0000
Gazipur,13,1163,1.1304
Gopalganj,21,287,7.8947
Hobiganj,4,175,2.3392
Jamalpur,19,294,6.9091
Jessore,5,164,3.1447
Jhalokathi,3,37,8.8235
Jhenaidah,0,57,0.0000
Joypurhat,1,172,0.5848
Khagrachari,0,47,0.0000
Khulna,30,155,24.0000
Kishoreganj,0,264,0.0000
Kurigram,0,74,0.0000
Kushtia,0,110,0.0000
Laksmipur,2,144,1.4085
Lalmonirhat,0,41,0.0000
Madaripur,7,203,3.5714
Magura,0,37,0.0000
Manikganj,1,167,0.6024
Moulovi Bazar,16,116,16.0000
Meherpur,0,30,0.0000
Munshigonj,0,980,0.0000
Mymensingh,29,540,5.6751
Naogaon,16,212,8.1633
Narail,0,30,0.0000
Narayanganj,81,2541,3.2927
Narshingdi,1,191,0.5263
Natore,3,64,4.9180
Netrokona,0,231,0.0000
Nilphamari,0,138,0.0000
Noakhali,0,838,0.0000
Pabna,1,65,1.5625
Panchagar,0,52,0.0000
Potuakhali,1,89,1.1364
Pirojpur,1,37,2.7778
Rajbari,0,90,0.0000
Rajshahi,0,81,0.0000
Rangmati,0,67,0.0000
Rangpur,1,488,0.2053
Satkhira,0,49,0.0000
Shariatpur,11,153,7.7465
Sherpur,6,121,5.2174
Sirajganj,1,42,2.4390
Sunamganj,31,194,19.0184
Sylhet,59,676,9.5624
Tangail,2,55,3.7736
Thakurgaon,0,74,0.0000
