District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,3,989,0.3043
Bandarban,1,771,0.1299
Barguna,0,911,0.0000
Barishal,15,3491,0.4315
Bhola,2,724,0.2770
Bogura,44,7598,0.5825
B. Baria,1,2453,0.0408
Chandpur,7,2290,0.3066
Chapainawabganj,0,775,0.0000
Chattogram,100,18739,0.5365
Chuadanga,9,1423,0.6365
Cox's bazar,25,4707,0.5340
Comilla,32,7461,0.4307
Dhaka,658,99904,0.6630
Dinajpur,27,3370,0.8077
Faridpur,19,7129,0.2672
Feni,8,1848,0.4348
Gaibandha,9,1164,0.7792
Gazipur,12,5430,0.2215
Gopalganj,7,2564,0.2738
Hobiganj,0,1739,0.0000
Jamalpur,0,1531,0.0000
Jashore,18,3876,0.4666
Jhalokathi,4,699,0.5755
Jhenaidah,12,1918,0.6296
Joypurhat,6,1087,0.5550
Khagrachari,3,680,0.4431
Khulna,39,6357,0.6173
Kishoreganj,0,2779,0.0000
Kurigram,7,897,0.7865
Kushtia,22,3265,0.6784
Laksmipur,10,2128,0.4721
Lalmonirhat,4,854,0.4706
Madaripur,0,1463,0.0000
Magura,3,907,0.3319
Manikganj,3,1498,0.2007
Moulvibazar,0,1682,0.0000
Meherpur,10,611,1.6639
Munshigonj,2,3476,0.0576
Mymensingh,8,3664,0.2188
Naogaon,3,1316,0.2285
Narail,6,1331,0.4528
Narayanganj,4,6732,0.0595
Narshingdi,7,2306,0.3045
Natore,1,987,0.1014
Netrokona,6,724,0.8357
Nilphamari,11,1052,1.0567
Noakhali,16,4960,0.3236
Pabna,13,1131,1.1628
Panchagarh,6,610,0.9934
Patuakhali,1,1418,0.0706
Pirojpur,5,1075,0.4673
Rajbari,0,3046,0.0000
Rajshahi,18,4943,0.3655
Rangamati,0,894,0.0000
Rangpur,25,2802,0.9003
Satkhira,2,1095,0.1830
Shariatpur,0,1690,0.0000
Sherpur,0,466,0.0000
Sirajganj,4,2149,0.1865
Sunamganj,0,2323,0.0000
Sylhet,0,6787,0.0000
Tangail,11,3108,0.3552
Thakurgaon,5,1119,0.4488
