District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,2,37,5.7143
Bandarban,3,39,8.3333
Barguna,0,67,0.0000
Barishal,0,70,0.0000
Bhola,23,46,100.0000
Bogura,0,216,0.0000
B. Baria,0,116,0.0000
Chandpur,4,131,3.1496
Chapainawabganj,0,62,0.0000
Chattogram,24,2465,0.9832
Chuadanga,6,99,6.4516
Cox's bazar,64,798,8.7193
Cumilla,111,957,13.1206
Dhaka,458,18222,2.5782
Dinajpur,0,143,0.0000
Faridpur,0,223,0.0000
Feni,5,221,2.3148
Gaibandha,3,51,6.2500
Gazipur,7,1072,0.6573
Gopalganj,0,232,0.0000
Hobiganj,0,168,0.0000
Jamalpur,0,205,0.0000
Jessore,4,152,2.7027
Jhalokathi,0,30,0.0000
Jhenaidah,5,55,10.0000
Joypurhat,23,163,16.4286
Khagrachari,5,47,11.9048
Khulna,6,82,7.8947
Kishoreganj,0,233,0.0000
Kurigram,2,70,2.9412
Kushtia,6,74,8.8235
Laksmipur,0,141,0.0000
Lalmonirhat,0,38,0.0000
Madaripur,21,145,16.9355
Magura,5,29,20.8333
Manikganj,0,142,0.0000
Moulovi Bazar,0,100,0.0000
Meherpur,3,28,12.0000
Munshigonj,0,757,0.0000
Mymensingh,0,491,0.0000
Naogaon,15,194,8.3799
Narail,4,30,15.3846
Narayanganj,6,2153,0.2795
Narshingdi,0,181,0.0000
Natore,0,58,0.0000
Netrokona,0,212,0.0000
Nilphamari,21,121,21.0000
Noakhali,43,669,6.8690
Pabna,0,45,0.0000
Panchagar,2,51,4.0816
Potuakhali,0,82,0.0000
Pirojpur,0,25,0.0000
Rajbari,0,88,0.0000
Rajshahi,0,71,0.0000
Rangmati,1,66,1.5385
Rangpur,29,456,6.7916
Satkhira,0,46,0.0000
Shariatpur,4,124,3.3333
Sherpur,0,87,0.0000
Sirajganj,5,40,14.2857
Sunamganj,0,120,0.0000
Sylhet,71,418,20.4611
Tangail,0,52,0.0000
Thakurgaon,4,65,6.5574
