District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,4,46,9.5238
Bandarban,2,41,5.1282
Barguna,6,80,8.1081
Barishal,47,180,35.3383
Bhola,1,58,1.7544
Bogura,19,268,7.6305
B. Baria,0,121,0.0000
Chandpur,35,238,17.2414
Chapainawabganj,2,64,3.2258
Chattogram,94,2875,3.3801
Chuadanga,2,105,1.9417
Cox's bazar,21,969,2.2152
Cumilla,82,1173,7.5160
Dhaka,699,20707,3.4936
Dinajpur,3,182,1.6760
Faridpur,32,306,11.6788
Feni,0,257,0.0000
Gaibandha,6,60,11.1111
Gazipur,13,1150,1.1434
Gopalganj,2,266,0.7576
Hobiganj,1,171,0.5882
Jamalpur,57,275,26.1468
Jessore,5,159,3.2468
Jhalokathi,0,34,0.0000
Jhenaidah,0,57,0.0000
Joypurhat,8,171,4.9080
Khagrachari,0,47,0.0000
Khulna,2,125,1.6260
Kishoreganj,25,264,10.4603
Kurigram,2,74,2.7778
Kushtia,16,110,17.0213
Laksmipur,0,142,0.0000
Lalmonirhat,0,41,0.0000
Madaripur,20,196,11.3636
Magura,5,37,15.6250
Manikganj,0,166,0.0000
Moulovi Bazar,0,100,0.0000
Meherpur,0,30,0.0000
Munshigonj,47,980,5.0375
Mymensingh,14,511,2.8169
Naogaon,2,196,1.0309
Narail,0,30,0.0000
Narayanganj,51,2460,2.1171
Narshingdi,2,190,1.0638
Natore,0,61,0.0000
Netrokona,1,231,0.4348
Nilphamari,0,138,0.0000
Noakhali,53,838,6.7516
Pabna,3,64,4.9180
Panchagar,0,52,0.0000
Potuakhali,0,88,0.0000
Pirojpur,0,36,0.0000
Rajbari,0,90,0.0000
Rajshahi,0,81,0.0000
Rangmati,1,67,1.5152
Rangpur,8,487,1.6701
Satkhira,2,49,4.2553
Shariatpur,17,142,13.6000
Sherpur,14,115,13.8614
Sirajganj,0,41,0.0000
Sunamganj,6,163,3.8217
Sylhet,54,617,9.5915
Tangail,0,53,0.0000
Thakurgaon,9,74,13.8462
