District/City,New Cases,Total Cases,Cases Increase(%)
Bagerhat,29,917,3.2658
Bandarban,2,689,0.2911
Barguna,7,863,0.8178
Barishal,29,3172,0.9227
Bhola,3,668,0.4511
Bogura,24,6761,0.3562
B. Baria,0,2299,0.0000
Chandpur,9,2139,0.4225
Chapainawabganj,0,702,0.0000
Chattogram,82,17192,0.4793
Chuadanga,0,1195,0.0000
Cox's bazar,27,4061,0.6693
Comilla,13,6848,0.1902
Dhaka,539,85511,0.6343
Dinajpur,0,3057,0.0000
Faridpur,302,6489,4.8812
Feni,0,1680,0.0000
Gaibandha,0,947,0.0000
Gazipur,40,5023,0.8027
Gopalganj,0,2353,0.0000
Hobiganj,0,1562,0.0000
Jamalpur,13,1362,0.9637
Jashore,64,3239,2.0157
Jhalokathi,7,646,1.0955
Jhenaidah,11,1615,0.6858
Joypurhat,1,957,0.1046
Khagrachari,0,634,0.0000
Khulna,95,5667,1.7050
Kishoreganj,8,2548,0.3150
Kurigram,0,792,0.0000
Kushtia,0,2692,0.0000
Laksmipur,22,1962,1.1340
Lalmonirhat,0,703,0.0000
Madaripur,9,1302,0.6961
Magura,0,769,0.0000
Manikganj,0,1234,0.0000
Moulvibazar,0,1508,0.0000
Meherpur,0,504,0.0000
Munshigonj,2,3219,0.0622
Mymensingh,18,3387,0.5343
Naogaon,4,1169,0.3433
Narail,35,1195,3.0172
Narayanganj,15,6449,0.2331
Narshingdi,21,2087,1.0165
Natore,0,864,0.0000
Netrokona,1,687,0.1458
Nilphamari,0,903,0.0000
Noakhali,52,4599,1.1436
Pabna,14,1020,1.3917
Panchagarh,0,524,0.0000
Patuakhali,5,1322,0.3797
Pirojpur,9,995,0.9128
Rajbari,55,2662,2.1097
Rajshahi,17,4598,0.3711
Rangamati,9,838,1.0856
Rangpur,0,2403,0.0000
Satkhira,60,1058,6.0120
Shariatpur,0,1548,0.0000
Sherpur,0,432,0.0000
Sirajganj,10,1955,0.5141
Sunamganj,0,2065,0.0000
Sylhet,0,5753,0.0000
Tangail,53,2658,2.0345
Thakurgaon,0,1059,0.0000
